Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI
Brust	23	6.61	1.97	24	5.75	2.27	17	8.59	2.00	5	4	257995	Vergrößerung	NN	235	991.418174568786	Kehle	NE	20	99.9198712481516	öffnen	V	137	99.7893336771756	stemmen	V	37	99.5256725552348	stolzgeschwollen	ADJ	11	99.2813509223236	gestählter	ADJ	15	99.0583983271873	tippen	V	55	99.0324111450864	liebkosen	V	156	987.567803693636	schmächtig	ADJ	26	98.89255249696	wogen	V	24	98.3537302262466
Bargeld	21	6.33	3.20	23	4.96	2.58	22	8.77	2.54	7	3	56140	ausländisch	ADJ	54	99.6579053338667	überall	ADV	72	99.4793449522178	Reisecheck	NN	13	99.2568152726062	PIN-Nummer	NN	16	99.2208277592617	Maestro-Karte	NN	15	99.1610802653249	Wertpapier	NN	190	985.313029545408	Bankeinlage	NN	15	98.9099383069428	Geheimzahl	NN	17	98.7912923922918	ausschließlich	ADV	68	98.3232544526612	hinterlegen	V	32	98.1960053798631
Totschlag	21	1.62	2.92	12	6.08	3.23	28	8.00	2.31	9	2	19968	Jugendstrafe	NN	16	99.0230780578867	Unterlassen	NN	128	967.19876810165	StGB	NN	23	94.0190476453465	fachen	ADJ	17	91.858106093283	drohen	V	35	91.5004268888316	Todesfolge	NN	16	91.2851590751469	u.a.	ADV	39	90.6955646587852	&quot;	NN	178	90.0907246721192	rechtlich	ADJ	10	9.01488568821403	Landgericht	NN	28	89.6856078288645
Direktion	20	4.20	2.17	34	2.74	2.51	16	4.88	2.92	9	1	16538	Hannover	NE	37	99.0328162768222	Schule	NN	61	98.6654100745357	Rheinland-Pfalz	NE	28	98.4567873329157	Wuppertal	NE	25	96.850047775392	Justiz	NN	170	958.085678740813	BA	NE	21	95.2258899790119	Auftrag	NN	39	93.0426540536476	Dienststelle	NN	21	92.9015028196709	Vertreter	NN	38	92.7755850510107	Originalunterschrift	NN	12	91.28987663522
Fuchs	18	5.78	1.93	33	3.52	2.46	15	8.67	2.13	5	3	50054	Katze	NN	284	991.715363433839	Spielbetrieb	NN	24	99.7581957084072	Luchs|Luchsen	NN	14	99.3151388928157	bei	P	1292	988.92473745059	Schonzeit	NN	139	987.940143180344	als	P	588	98.8547339573397	Endwirt	NN	14	98.7072782076704	mit	P	2256	971.006194576692	z.B.	NN	97	97.8162537583119	Kaninchen	NN	196	965.550609528722
Vaterunser	25	5.04	2.49	27	3.78	3.20	31	5.65	3.06	10	1	7436	Gottesdienst	NN	24	95.4264731379452	andächtig	ADJ	14	92.7226856005311	gehen	V	34	9.37547385237085	Hand	NN	11	9.18030210567846	kommen	V	36	9.16314053389782	in	P	360	89.0337472983034	rückwärts	ADV	18	88.3514264136582	gesungen	ADJ	14	85.33336469303	singen	V	25	83.9754409731915	gemeinsam	ADJ	222	827.62350589413
Wissenschaft	28	6.32	2.16	28	5.86	2.73	21	5.33	3.31	12	4	596691	feministisch	ADJ	286	999.409554775791	US-Akademie	NN	117	990.729366609797	Budapest	NE	57	99.8587146092252	anpassen	V	175	99.744385149136	gelehrt	ADJ	41	99.6640795096306	Deckmäntelchen	NN	26	99.4629373534525	fundiert	ADJ	90	99.1054161758758	entwickelt	ADJ	116	99.0720484438112	Ausstellungsschiff	NN	133	985.429402559004	Spektrum	NN	2384	9822.89724885908
Belegung	22	3.91	1.51	28	2.21	2.54	17	3.00	2.35	8	1	27005	bis	ADV	321	987.739589814602	durch	P	707	972.541318316565	maximal	ADV	27	97.6212811315121	Projektkurs	NN	13	97.0351091042008	negativ	ADJ	49	96.5280918955705	Lager	NN	38	96.1048863613124	Speicherplatz	NN	23	96.0375171415345	Auslastung	NN	23	95.8964894209396	wechselnder	ADJ	19	94.8225748535205	Hotel	NN	52	94.5101383292683
Schalter	20	5.35	1.27	20	1.85	2.78	14	8.36	1.74	8	3	146613	separat	ADJ	288	993.884201355145	Einstellung	NN	90	99.5506612962018	einschalten	V	255	981.160994350839	Ständer	NN	28	98.8818388156632	geheim	ADJ	57	98.7359206539871	liegen	V	372	98.6756750036642	Mann	NN	224	97.6390916039618	Nebelscheinwerfer	NN	23	97.6023665685858	On-Off	NN	12	97.3637280715947	Fluglinie	NN	26	97.2087669982262
Luft	28	7.86	1.94	22	2.91	2.96	23	7.04	3.18	4	3	946798	Verschmutzung	NN	305	999.123292725842	abgesaugt	ADJ	166	997.790262473035	eiskalt	ADJ	349	991.19174780191	Förderkreis	NN	46	99.8094780071025	betrachtet	ADJ	55	99.7332309120821	bekämpfen	V	113	99.5840314186978	oberhalb	P	105	99.5247291078405	Sprudelgas	NN	16	99.398553033185	aufgenommen	ADJ	78	99.3003866347328	Nasenloch	NN	34	99.0732077131263
Gedicht	29	6.97	2.51	30	3.27	2.36	27	7.81	2.59	7	3	301657	Erhardt	NE	28	99.9946170197725	Detail	NN	130	99.9813335732089	wehmütig	ADJ	32	99.8056226220926	symphonisch	ADJ	28	99.6018948256436	lakonisch	ADJ	30	99.5543270708053	formal	ADJ	66	99.3607681222907	sinfonisch	ADJ	28	99.1619236625663	Feuilleton	NN	32	98.8551022193828	freirhythmisch	ADJ	13	98.8066611023264	beziehen	V	148	98.6793590350053
Gestaltung	19	6.95	1.75	29	4.00	2.65	18	5.06	2.48	10	4	435404	Konzeption	NN	2091	9975.00528941272	demokratisch	ADJ	492	997.443166166517	Zusammenleben	NN	315	995.391497928066	Zürich	NE	417	991.016941275561	EU-Politik	NN	25	99.4114679452157	Tabelle	NN	112	99.1497220794035	effektiv	ADJ	495	986.71602837117	Beitrag	NN	911	980.976605881126	rechtssicher	ADJ	202	980.319485977871	steueroptimiert	ADJ	19	98.9030871860997
Transistor	25	5.20	1.53	23	1.43	2.46	16	6.00	2.92	10	1	26898	einbauen	V	39	99.5397142291803	Q	NE	166	963.531455862683	HF	NE	20	96.6767168824784	Basisspannung	NN	11	96.4255826088717	Galliumnitrid	NE	11	95.9815761464627	durchschalten	NN	12	95.9238321767482	LED	NN	22	95.3815877851956	Computer	NN	43	94.6130540287682	Milliarden	NN	31	92.8414500311084	durchschaltet	V	11	90.8721424386803
Klammer	23	4.78	1.81	23	1.17	1.75	21	8.29	1.79	7	3	21919	konzeptionell	ADJ	24	99.2940308882041	spitz	ADJ	171	940.120321463963	stehen	V	483	925.19361549126	oben	ADV	65	90.3638673128766	Angabe	NN	14	9.96261063754911	stellen	V	47	9.53835214288606	entsprechend	ADJ	29	9.53038638806046	benötigen	V	13	9.34262635249073	thematisch	ADJ	172	899.658358912266	wichtig	ADJ	94	89.9719455484673
Zweifel	24	2.92	1.79	20	5.70	2.77	35	4.43	3.04	7	2	409430	Glaube	V	48	99.4276636203896	Selbstvorwurf	NN	23	99.1668958997564	freilich	ADV	79	98.80200008301	nachfragen	V	72	98.7508795955343	lösen	V	188	98.5984508013699	meinerseits	ADV	49	98.58032161816	Last	NN	97	98.0207431049807	äußern	V	2485	9741.90061923704	hinterlassen	V	94	97.63754038404	Behörde	NN	135	97.1817079292991
Risiko	20	5.05	2.70	28	6.79	2.38	20	4.70	3.59	6	4	788064	kennen	V	1334	997.643255141237	Umweltschaden	NN	36	99.9755619984681	Finanzanlage	NN	28	99.8460496960957	Fonds	NE	56	99.8236435486299	dreimal	ADV	107	99.7978989868321	Marktrisiko	NN	23	99.7408901951838	tolerierbar	ADJ	31	99.6627857666177	Kapitaleinsatz	NN	28	99.5366542828713	Kastration	NN	53	99.4943596650521	Tatbestandsverwirklichung	NN	20	99.4838528050222
Leistung	25	7.04	1.54	28	5.50	2.56	14	3.14	2.44	8	4	1835801	Arbeitslosengeld	NN	413	998.085726430594	vorweisen	V	446	996.160514877925	obliegend	ADJ	258	993.188779516348	darstellerisch	ADJ	1764	9916.07080200931	erschweren	V	143	99.9618156275143	toppen	V	59	99.9401913584928	übertragbar	ADJ	87	99.9289341606881	Persönlichkeit	NN	276	99.7053778117112	hochfrieden	V	30	99.6586469386889	Physiotherapie	NN	68	99.6415719708948
Kraftwagen	37	5.54	2.34	16	3.50	2.92	26	8.77	1.84	10	3	2210	sonstig	ADJ	24	99.3033673631434	Motorrad	NN	19	92.4422371828073	eigen	ADJ	41	83.8181920299678	erst	ADJ	44	70.7081646880694	werden	V	96	7.09279452121875	von	P	351	543.375172340996	Herstellung	NN	89	528.556081625562	zurücklegen	V	10	52.5898504121287	Hersteller	NN	93	468.641193010671	mittels	P	12	39.0747798114682
Veranda	22	7.59	1.44	34	2.32	2.34	21	8.48	1.99	7	3	15328	Zugang	NN	37	96.7419565887793	Suite	NN	21	96.1459246834262	Hotel	NN	43	95.5081832069308	befinden	V	49	93.4013535406197	Fenster	NN	37	92.2556339582867	beobachten	V	36	90.0292603189651	entdecken	V	10	9.52019114625898	teilweise	ADV	13	9.23172815406032	plötzlich	ADJ	11	9.03274855570364	Ausgang	NN	26	89.6940396073807
Auseinandersetzung	22	3.50	2.58	23	6.96	2.46	30	6.47	2.45	18	2	409803	blutig	ADJ	2132	9998.92889501149	offensiv	ADJ	330	999.548950135931	strafrechtlich	ADJ	61	99.932948220871	Schlichtung	NN	32	99.7843824193098	brisant	ADJ	51	99.3540950322568	über	P	9654	9880.31857698894	quälend	ADJ	40	98.988954049639	bitter	ADJ	85	98.6777317842559	aufflammend	ADJ	25	98.4510813886271	spannungsreich	ADJ	29	98.2685418618312
Weise	31	6.06	2.02	13	2.31	2.53	16	2.88	2.33	5	1	1681678	dreifach	ADJ	444	998.451653851777	komplex	ADJ	982	998.423229751771	nahe	ADJ	776	993.983902308063	makaber	ADJ	289	992.852932728171	wirkungsvoll	ADJ	504	991.648343804628	subventionieren	V	67	99.8922030320756	Kathleen	NE	45	99.7909920587846	intonieren	V	46	99.6416341339363	berückend	ADJ	32	99.631152939029	generalisierend	ADJ	34	99.560139145419
Versendung	25	5.36	1.98	19	1.84	1.86	21	4.29	2.69	10	1	11957	Newsletter	NN	170	982.892280901185	Zweck	NN	39	98.7692595780953	Schriftstück	NN	19	97.3207629966126	innerhalb	P	50	96.3097251931471	durch	P	515	902.384057693989	Kopie	NN	26	90.9033608889846	Verteilung	NN	25	90.6584043882803	ermöglichen	V	11	9.88651657620005	Inhalt	NN	12	9.58774221969983	dauern	V	10	9.39644973277205
Schlüssel	31	6.10	1.56	30	2.77	2.88	17	9.29	1.61	9	3	280931	Unterbewusstsein	NN	36	99.9631504457111	Nachbar	NN	86	98.4399675232358	verwendend	ADJ	26	98.4034335274493	Verständnis	NN	2379	9728.09879649664	wesentlich	ADJ	607	972.183988415979	zerbrochen	ADJ	31	97.8957710117564	Anhänger	NN	74	97.8391967023899	bergen	V	62	97.3574982001129	Finden	V	34	97.3214269514743	Benutzung	NN	58	97.1200901488965
Techniker	26	5.15	2.39	27	1.52	2.03	23	7.74	2.38	9	3	103637	Sanitäter	NN	25	99.1934971015234	beauftragt	ADJ	30	98.8869179536559	rauskommen	V	41	98.4367242669327	fachkundig	ADJ	36	98.2634695533779	durchführen	V	90	98.255391265626	Chef	NN	57	97.7282257533255	beraten	V	60	97.2397523680167	Mechaniker	NN	177	962.305085479183	japanisch	ADJ	57	96.1247501001418	raten	V	49	95.7937477482497
Wolle	17	5.88	1.90	25	1.28	1.79	21	8.95	1.88	5	3	34635	stricken	V	174	995.601798504718	Rosshaar	NN	13	99.556103530055	Papier	NN	47	97.9276952081077	Wolle	NN	24	97.3680178920937	neuseeländisch	ADJ	20	96.4609853253167	Schurwolle	NN	16	96.0105583537584	Lammfell	NN	15	95.439830239508	Fleisch	NN	238	942.834858055552	Färbung	NN	24	94.6862210841914	Filz	NN	144	934.050580268627
Abhängigkeit	27	2.04	2.26	16	6.06	2.38	21	3.76	2.32	12	2	196776	psychisch	ADJ	2281	9973.2582753299	Modul	NN	74	99.7968942881922	Befreiung	NN	55	99.6794473933166	Schwäche	NN	71	99.3940025570107	Toleranz	NN	58	99.3670260558899	Einflussnahme	NN	37	99.077854201992	Verringerung	NN	230	984.380836443094	Kontrollverlust	NN	25	98.9170699211091	Angewiesenheit	NN	17	98.8210430723566	Machtverhältnis	NN	30	98.7943205778944
Erlösung	32	7.03	2.29	20	4.80	2.75	24	3.58	2.87	8	4	59745	Gefühl	NN	75	99.7427078098464	Seligkeit	NN	21	99.1328511296997	Kraft	NN	83	98.7734846087539	jenseitig	ADJ	21	98.5919314489058	empfangen	V	45	98.2040303652137	möglich	ADJ	144	96.4911602638258	endzeitlich	ADJ	17	96.4294723362925	&quot;	V	80	96.186781453202	Sinnbild	NN	24	96.0940611045636	Lösung	NN	80	96.0745817138408
Ansatz	27	5.15	1.51	21	1.76	2.61	24	3.21	3.11	6	1	593523	lerntheoretisch	ADJ	164	995.245528852656	tiefenpsychologisch	ADJ	213	991.883278397745	unterscheiden	V	593	991.704400684529	diskutabel	ADJ	27	99.9300793530187	Unterschiedlichkeit	NN	35	99.8852685825381	lebensweltbezogen	ADJ	18	99.8539782326479	gescheitert	ADJ	58	99.6568252201861	ableiten	V	85	99.5829552819377	Verbreitung	NN	101	99.4566138211492	bevorzugen	V	92	99.4353936224574
Verzeichnis	25	5.20	1.00	23	1.65	2.01	24	5.50	2.47	11	1	184940	angelegt	ADJ	298	993.000297956286	namentlich	ADJ	26	99.2431486939164	schützen	V	103	99.0637043294388	Eintrag	NN	345	989.473157307472	entstanden	ADJ	60	98.6596480066698	normalerweise	ADV	76	98.4776676425294	Deutschlandweite	ADJ	14	98.3931087883142	Podcast	NN	37	98.3781408320221	Inhaltsverzeichnis	NN	32	98.122456144404	anklicken	V	38	97.9080963841997
Formular	20	3.20	1.44	36	2.36	2.63	18	8.67	1.61	8	3	172559	ausgefüllt	V	167	993.704805322486	Frame	NN	34	99.9164841733416	Anzeige|Anzeigen	NN	49	99.5673113884216	hinzufügen	V	51	99.508454859103	entwickelt	ADJ	64	99.3980910687365	abrufen	V	49	99.3075999907531	Internetseite	NN	65	98.7132353710926	Modul	NN	65	98.6202225069062	Klicken	NN	30	98.5488301813506	Datenquell	NN	22	98.331618804397
Theater	24	6.67	1.76	26	4.35	2.56	28	8.21	2.25	7	3	456847	Kinderchor	NN	32	99.9182910334976	Riga	NE	40	99.8818197181401	Akzent	NN	69	99.795224991413	Statisterie	NN	17	99.6607292119016	Kater	NN	61	99.6220324794882	Neuschwanstein	NE	28	99.5234923851905	Auftragswerk	NN	24	99.5099545835274	gelegen	ADJ	103	99.407698760032	Hausautor	NN	18	99.3636448655632	unzählig	ADJ	111	99.3591742189576
Schrift	32	6.44	2.30	22	2.95	2.10	13	6.69	2.06	7	3	429033	schnörkellos	ADJ	32	99.9329716148338	verzieren	V	48	99.8465199736019	verblasst	ADJ	23	99.7630491832878	Kalligraphie	NN	26	99.5916466709301	entzifferbar	ADJ	19	99.5836502857525	wörtlich	ADJ	62	99.5201461425934	sammeln	V	163	99.5080737067764	hellgrün	ADJ	32	99.4534643541915	Brecht	NE	49	99.3179302492915	Sprache	V	35	99.3094956708627
Loch	28	4.25	2.03	32	3.22	2.56	15	9.47	0.83	4	3	356645	angebracht	ADJ	50	99.9247096950284	zuschmieren	V	18	99.524996519084	schauen	V	240	99.4843596750272	um	P	2594	986.977140181971	gleich	ADV	464	98.9724051501296	recht|rechts	ADJ	153	98.9231748346973	Gartenzaun	NN	28	98.9045045271494	Deck	NN	54	98.3687374386446	Stahlfelge	NN	26	98.3500435852037	starr	ADJ	57	97.9777069936226
Voraussage	29	5.24	1.68	23	4.52	3.23	20	4.15	2.43	10	1	11915	apokalyptisch	ADJ	18	99.3580815646363	experimentell	ADJ	24	97.5671375018769	eintreten	V	28	95.8467903293657	trotz	P	45	92.274389166759	stimmen	V	39	91.5762799495776	Aussage	NN	10	9.86838709351191	scheinen	V	16	9.84645213106775	Möglichkeit	NN	19	9.75337290707357	derzeit	ADV	12	9.54487756713951	ähnlich	ADJ	14	9.31964795972837
Klinge	27	3.04	1.56	17	5.76	2.93	31	8.10	2.39	6	2	42590	Breite	NN	34	99.0742565989895	zerbrechen	V	28	98.4257510564502	Form	NN	98	97.3636935690393	Teppichmesser	NN	15	96.6937880589072	zerschneiden	V	21	96.3049580509928	abgerundet	ADJ	21	94.4502095429204	erhoben	ADJ	30	92.8779484665932	Stahlhelm	NN	16	92.6034473923525	gewellt	ADJ	17	92.3964688272573	blutrot	ADJ	18	91.3274397650551
Helfer	24	7.21	2.38	20	3.20	2.71	24	7.21	2.38	6	3	283233	Sponsor	NN	2017	9997.47719218427	Mitglied	NN	710	994.512778942075	eintreffend	ADJ	30	99.145283029679	hilflos	ADJ	279	985.900541861938	hauptberuflich	ADJ	37	98.9475481208353	aufbauen	V	143	98.600849388713	unsichtbar	ADJ	301	970.141418644614	begrüßen	V	103	97.5473631677683	Not	NN	86	97.2992565906411	begeistert	ADJ	82	97.2664345999061
Schein	24	5.08	2.72	18	4.67	2.68	13	4.62	2.33	6	1	124796	letzt	ADJ	338	99.4729244696804	Vorlage	NN	58	99.3743633948707	milchig	ADJ	24	99.2168931339361	Schreibtischlampe	NN	18	99.123209066916	Straßenlaterne	NN	154	980.877174557976	wahrend	ADJ	19	98.2539504930752	regieren	V	42	98.0148343912527	erzeugen	V	71	97.8092737224137	rot	ADJ	436	968.377533566731	falb	ADJ	14	96.6890938622583
Magen	20	3.85	1.50	16	2.31	1.96	30	8.57	1.83	5	3	157316	Gas	NN	63	99.5432658535991	verdauen	V	195	979.564791725179	rebellierender	ADJ	13	97.8551973778477	beruhigen	ADJ	30	97.6213145885811	Darmbeschwerde	NE	15	97.0890717016225	Gasansammlung	NN	14	97.0198592355257	rumpeln	V	22	96.9572885688676	Darmkanal	NN	13	96.5655109267629	Mahlzeit	NN	47	96.5153713319108	vollschlagen	ADJ	13	95.9656758987908
Auszeichnung	32	7.78	2.12	21	5.86	2.78	18	6.61	2.33	12	4	200088	Verpflichtung	NN	69	99.2645691521648	Babyfreundliche	ADJ	16	98.9317661578237	Matura	NN	20	98.196974900746	abschließen	V	398	973.527129723597	Franke	NN	55	97.8473857273412	werten	V	58	97.5667227454844	Filmfestival	NN	31	97.4353763909631	Trägerin	NN	28	97.3372837373667	zusprechen	V	40	97.149838713353	zweifach	ADJ	38	96.5448014104407
Fahrzeug	25	5.56	1.66	30	2.70	2.09	26	7.58	2.45	8	3	981943	zugelassen	ADJ	2302	9995.47118559371	abholen	V	501	998.388864273241	täglich	ADJ	1058	996.719982045017	abmelden	V	295	991.660487361103	erwerben	V	670	990.051063389996	verkeilen	V	30	99.9110738014092	optimiert	ADJ	78	99.848541290595	gründlich	ADJ	152	99.5966651239286	kostenlos	ADJ	433	99.5183895114527	entsteigen	V	35	99.4645147325745
Zusammenarbeit	35	7.40	1.65	27	4.63	2.08	16	6.00	3.08	14	4	916644	Ziel	NN	1461	998.971135951628	Arbeitskreis	NN	109	99.9164245288597	umfassen	ADV	148	99.7594294879913	Versöhnung	NN	70	99.7516651623402	vertraulich	ADJ	82	99.6360798904992	Archäologe	NN	60	99.5949063338802	Grundlagenwissenschaftler	NN	17	99.5368704754341	symbiotisch	ADJ	35	99.5353938806793	präsentieren	V	413	99.1809634963678	handelswirtschaftlich	ADJ	16	99.0888629631901
Ring	19	7.32	1.16	28	3.86	2.61	12	8.33	3.14	4	3	378750	geschnitten	ADJ	263	997.545190337514	2.	ADJ	684	996.032264697963	Kyle	NE	33	99.9168997140933	edel	NE	25	99.8774095731111	geriffelt	ADJ	23	99.8446307435197	langsam	ADJ	253	99.7683195823866	rocken	V	48	99.7586195555555	Haken	NN	58	99.63390920351	Jubel	NN	45	99.5746238410139	sechsgliedrig	ADJ	14	99.4907231248221
Kraftwerk	35	4.00	2.56	34	4.06	2.66	24	8.17	1.83	9	3	114663	produzieren	V	356	997.318579407965	evakuieren	V	28	99.9907358438511	errichtend	ADJ	22	99.9680211058565	bauend	ADJ	22	99.4893290403155	liegend	ADJ	68	98.9799639098812	Stromgewinnung	NN	20	98.0717083891896	Elektronik-Pionier	NN	12	97.1122690319281	steuerbar	ADJ	28	97.0388467681428	Sonnengürtel	NN	13	96.728699559153	Bereich	NN	203	96.6825240891942
Institution	24	5.17	1.69	25	2.68	2.23	22	5.32	2.70	11	1	369543	geschafft	ADJ	304	993.594800723951	Mensch	NN	1830	993.422586886302	hiesig	ADJ	69	99.9825070957863	Schutz	NN	171	99.9577699056499	ansiedeln	V	69	99.8932163498755	benennen	V	86	99.6348039821201	erbringen	V	87	99.5451246562838	Mehrheitsgesellschaft	NN	28	99.1263840515349	vielfältig	ADJ	153	99.0467668774203	Freiberufler	NN	44	99.018946741785
Abwesenheit	29	3.72	2.09	20	3.40	2.82	22	3.45	2.06	11	1	80570	Jahr	NN	1273	997.675471288946	geliebt	ADJ	43	99.2978234476581	einstimmig	ADJ	43	98.2887066533823	Gegenwart	NN	52	97.9302203186365	verletzungsbedingter	ADJ	15	96.068489085164	signalisieren	V	34	95.7250579714812	Bezugsperson	NN	27	95.0876637054423	aufgrund	P	436	945.779229172824	ausnutzen	V	39	94.5588757306462	ganztägig	ADJ	28	94.1569755435132
Widmung	22	7.36	2.26	21	3.57	2.91	21	5.86	2.59	7	4	21789	Schenkende	NN	13	99.6606841407929	Künstler	NN	44	97.0674531878963	a.	P	23	95.477756193144	Signierung	NN	13	91.9192611579887	schön	ADJ	103	91.4091482503004	eintragen	V	33	91.1940066054477	Werk	NN	53	90.5692503480145	offiziell	ADJ	14	9.79764848445115	Weg	NN	34	9.67937847870716	innen	ADV	12	9.14468287322059
Ausbildung	32	6.56	2.26	22	3.55	2.63	21	5.67	3.04	10	4	977711	Reiseverkehrskauffrau	NN	156	996.674067229504	postgradual	ADJ	187	996.427437502344	Pferdewirt	NN	171	991.563492098996	praxisnah	NN	23	99.9892217912349	dreistufig	ADJ	37	99.87983616917	Elektrofachkraft	NN	26	99.8561483562884	Redakteurin	NN	47	99.8521874325871	achtmonatig	ADJ	26	99.8200322232412	4jährig	ADJ	27	99.7393349593522	Ausübung	NN	85	99.7256926055016
Schild	17	6.29	1.90	19	1.84	2.03	25	8.00	2.52	6	3	236296	falsch	ADJ	204	99.7496439356555	entziffern	V	28	99.1555761926143	silbern-rot	ADJ	13	99.0223926822229	neu	ADJ	2104	985.754188642169	mächtig	ADJ	90	98.9747601331442	viereckig	ADJ	28	98.6653516158505	Eingangstür	NN	31	98.3097040245696	Aushang	NN	32	98.2777393059725	verpassen	V	71	98.1315062268676	ausschalten	V	54	98.1121124510443
Passion	25	5.60	2.18	28	5.93	3.34	20	4.80	2.78	7	4	31002	&quot;	NN	655	998.358934722079	Jeanne	NE	19	99.1220828936124	Sebastian	NE	35	98.1602686217199	mit	P	1631	975.418511496183	Power	NN	29	97.8291075664243	Thema	NN	106	97.4890124734279	Pit	NE	141	938.19209566847	musikalisch	ADJ	45	93.7289372259362	Sportbekleidung	NN	16	92.6106956035863	Weihnachten	NN	39	91.8483829599442
Ergänzung	32	5.47	2.41	36	2.11	2.11	23	4.78	3.32	9	1	218839	als	P	36419	99468.4079015097	bestenfalls	ADV	46	99.8955272348587	vorzüglich	ADJ	44	99.5879392862809	eigentlich	ADJ	118	98.9546970337621	Verb	NN	36	98.5191593352884	modisch	ADJ	43	98.2718059885041	Modernisierung	NN	48	98.2204448938658	Lauftraining	NN	25	97.537629614093	Edit	NE	38	97.2449089801479	hilfreich	ADJ	376	964.6898011595
Sekunde	25	4.88	2.13	24	3.50	2.77	20	8.10	2.31	7	3	696611	zuvor	ADV	735	994.68231629421	gelingen	V	801	994.634201488706	tausendstel	NN	149	993.120536633667	sitzen	V	389	99.9656987113648	herunterfahren	V	38	99.8771559600785	Kilogramm	NN	71	99.7779786962577	á	ADV	29	99.5533831178287	fighten	V	31	99.5298887857051	Nachdenken	NN	69	99.3765729859977	köpfen	V	45	99.3502858883546
Verletzung	28	2.29	2.92	35	6.54	2.48	13	7.85	1.91	10	2	405143	erneut	ADJ	695	996.07263206656	seelisch	ADJ	2246	9950.37236740816	Berichtspflicht	NN	25	99.9307660952998	kümmern	V	124	99.6503515079971	Abnutzung	NN	36	99.6166831198184	Berufsregel	NN	17	99.5760741316139	Vertrauensschutz	NN	29	99.4940559739589	Bauchorgan	NN	20	99.4653954086536	Vorinstanz	NN	44	99.3502331330432	Folter	NN	56	99.0363190272476
Saum	32	5.22	1.21	21	0.86	1.35	17	7.47	2.70	4	3	12015	Jacke	NN	24	99.8787518638227	Gebüsch	NN	18	97.0106977473804	asymmetrisch	ADJ	18	95.2335593973151	breit	ADJ	234	943.250123573196	annähen	V	14	94.7512431235658	gezackt	V	11	94.6985129731934	rötlich	ADJ	19	94.6513633101384	Shirt	NN	20	93.8975243556919	oberhalb	P	24	93.6025020919457	braun	ADJ	26	91.6474732913405
Erwartung	27	6.15	2.03	28	5.43	2.52	28	3.61	2.67	9	4	357938	Umsatz	NN	91	99.8904238306794	keineswegs	ADV	97	99.67277314746	verhalten	ADJ	47	99.2046097925363	stellen	V	1302	978.399993659168	baldig	ADJ	260	976.569673885702	erfüllt	ADJ	246	974.722970927799	Ungeduld	NN	33	97.6832273094918	fremd	ADJ	132	97.5136573232811	mein	NN	35	97.4812312992888	Kapitalmarkt	NN	38	97.0866407846671
Orkan	37	3.78	2.96	23	5.87	3.25	26	8.04	2.16	5	2	9533	Taifun	NN	15	99.6063754481971	Gewitter	NN	21	98.8007806234673	fürchterlich	ADJ	21	98.3753098372278	Wirbelsturm	NN	15	90.6584654508718	steigern	V	27	90.2883934508923	Bö	NN	15	89.6559289512928	Gewalt	NN	32	89.0125899562916	richten	V	32	86.5260407678757	peitschen	V	14	85.9214334588303	fegen	V	118	844.332902535377
Gewitter	11	4.91	2.30	19	6.26	2.40	31	9.16	1.39	8	2	70943	Wetterleuchten	NN	16	99.4161078794944	Orkan	NN	21	98.8007806234673	Durchzug	NN	23	98.140335134435	Gehirn	NN	47	98.02917735915	heranziehend	ADJ	118	978.183127149574	austoben	V	27	96.9593705204353	von	P	2321	96.6619275160913	Nacht	ADV	31	96.148593162432	fegen	V	27	96.1390807065302	Osten	NN	54	96.0564982161323
Drosselung	23	3.30	1.43	28	2.50	2.90	14	3.86	2.63	10	1	8473	PS	NN	29	99.9143841702814	Wertpapierkauf	NN	11	98.9368747788517	DSL	NE	24	98.7934841601987	Tempo	NN	26	96.6439150073273	Geschwindigkeit	NN	183	947.241528796428	je	ADV	13	9.90044130972604	sprechen	V	14	9.76358114841774	ab	P	265	887.860378471322	angekündigt	ADJ	20	84.6139236758362	dann	ADV	77	8.64465273940524
