Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	Avrg_Cosine
Gewähr	27	4.96	1.95	18	1.89	2.45	25	4.64	3.78	6	1	54196	0.04088877386461807
Anstalt	31	3.52	2.85	22	6.18	2.86	23	5.00	2.89	7	2	71696	0.09141806558867092
Schublade	22	4.68	2.06	20	2.05	2.68	23	9.00	2.47	9	3	61685	0.02475895723835629
Verrat	30	1.17	1.56	24	7.79	2.30	21	4.71	2.78	6	2	42088	0.09665240737657388
Grieß	25	6.64	1.87	23	1.26	1.42	22	8.23	2.83	5	3	3092	0.09157375627847364
Wappen	30	5.77	1.45	28	2.29	2.26	18	8.89	1.97	6	3	72232	0.08164326753387494
Komplikation	35	2.60	1.97	17	5.88	2.62	29	3.52	2.92	12	2	71797	0.08143082766075455
Pornographie	19	3.37	2.79	34	6.09	2.52	26	8.04	1.99	12	2	10022	0.0995622115786356
Konzert	20	6.90	2.73	19	6.21	2.53	27	7.96	2.38	7	4	644125	0.11402379252933816
Karneval	30	5.33	2.99	27	4.74	3.51	27	8.37	2.17	8	3	68159	0.06155811868411991
Koch	29	6.90	1.99	24	2.42	2.15	17	9.47	0.87	4	3	46510	0.1120330965121419
Heu	30	6.13	2.42	25	1.60	1.66	23	8.65	2.27	3	3	67554	0.04770971202622921
Vereinheitlichung	27	3.48	1.55	24	3.17	2.66	16	4.19	2.51	17	1	16260	0.07492630121242787
Locke	25	6.24	2.52	23	2.43	2.74	21	8.62	2.36	5	3	9345	0.0816723925044272
Führung	11	5.18	1.83	24	4.96	2.91	16	5.56	2.83	7	4	744376	0.09853103460756675
Vortag	31	5.23	1.73	36	2.47	2.47	28	6.68	2.93	6	3	62946	0.11403061714020264
Essen	22	6.91	2.39	23	5.00	2.78	22	6.91	2.49	5	4	531314	0.09904034340918297
Löwe	28	5.61	2.10	21	6.57	1.86	26	9.58	1.27	4	4	133315	0.08375592741038318
Index	17	5.59	1.84	21	0.95	1.07	20	4.20	3.52	5	1	95881	0.08587592523150307
Fingerhut	28	5.36	1.79	24	1.54	2.21	16	8.75	2.59	9	3	4108	0.11995500648489965
Yacht	21	6.67	2.92	20	2.40	2.33	22	9.09	1.57	5	3	42547	0.04510999898511639
Hänger	23	3.74	1.54	28	2.68	2.93	15	6.80	2.78	6	1	35693	0.09537276401551285
Mund	21	7.14	1.62	19	5.05	2.04	26	9.62	1.24	4	3	417344	0.13276939643384172
Gartenzaun	35	4.40	1.46	20	1.55	1.79	24	9.04	2.31	10	3	8456	0.09451215263981863
Gehirnwäsche	19	1.37	1.61	24	7.21	2.15	21	4.81	3.41	12	2	11024	0.1005078003952321
Kamel	27	6.37	1.71	19	2.68	2.54	24	9.04	1.99	5	3	33816	0.07493667080254815
Birke	30	6.73	2.13	23	1.35	1.64	27	9.59	0.75	5	3	11850	0.11392737698794836
Feierabend	35	9.00	1.19	35	5.91	2.78	18	7.28	2.54	10	4	59468	0.0845770405917135
Produkt	27	5.07	1.33	25	2.84	2.13	28	5.93	3.02	7	1	1731078	0.05985552372313567
Benzin	18	3.50	2.36	26	3.58	2.74	11	8.36	2.54	6	3	99062	0.0686919406577839
Etage	29	5.24	1.06	24	1.04	0.95	23	7.91	2.35	5	3	114564	0.09681354278384752
Grammatik	26	4.85	2.31	21	2.43	3.25	24	4.92	3.53	9	1	54075	0.07866232257883735
Bauer	20	5.35	2.21	28	1.64	1.99	27	9.30	0.99	5	3	358070	0.0949053170225845
Wanderung	25	6.24	2.13	22	3.91	2.51	19	7.37	3.22	9	3	214957	0.03530669706202748
Drohung	24	2.00	2.69	25	7.44	2.06	22	6.45	2.65	7	2	77730	0.0681919684462694
Reduktion	29	3.24	1.84	24	1.58	1.91	17	3.06	2.90	9	1	77241	0.121067839697711
Farbe	31	7.13	2.16	35	2.97	2.90	18	7.39	2.45	5	3	1295873	0.0849114026166526
Reptil	20	4.95	1.79	30	3.87	3.17	17	8.53	1.50	6	3	28356	0.06406467473832572
Gemüse	20	7.25	1.92	25	2.96	2.72	24	8.08	2.17	6	3	239569	0.06875789405959803
Fischer	26	4.92	1.85	21	2.71	3.12	26	8.50	2.21	7	3	51475	0.07598343526106714
Vitamin	27	7.41	1.50	20	3.40	2.80	26	5.35	3.15	7	4	131188	0.0770049883846471
Schadstoff	34	2.38	2.85	22	4.64	2.46	16	6.31	3.00	10	2	55065	0.12459910674162777
Schicksal	20	4.40	1.70	19	7.42	2.50	22	4.00	3.35	9	2	338969	0.12663572234896583
Orkan	37	3.78	2.96	23	5.87	3.25	26	8.04	2.16	5	2	9533	0.0561756604495664
Lippenstift	25	5.84	2.36	26	3.77	2.70	23	9.04	2.46	11	3	17855	0.10935147318074837
Note	23	5.22	1.86	23	6.09	2.79	26	7.42	2.80	4	4	272712	0.07153217423142838
Po	32	6.56	1.97	20	6.95	2.56	19	8.79	1.93	2	4	15717	0.07541809925206923
Made	27	2.19	1.86	14	4.79	3.40	18	8.17	2.92	4	2	12704	0.08648541461271814
Interview	35	5.06	2.38	26	4.15	2.31	31	7.71	2.36	9	3	540248	0.12561424509433525
Engel	39	7.03	2.80	27	3.67	2.86	19	8.37	1.98	5	3	236191	0.17297274300329069
Geheimnis	30	5.10	2.29	28	6.75	2.55	13	3.62	3.23	9	4	309114	0.12843001673681634
Zulassung	24	6.50	2.52	17	4.18	3.76	24	4.46	3.16	9	4	161137	0.05710468137111583
Aufhebung	23	4.87	1.87	20	3.35	2.43	21	3.57	2.77	9	1	89095	0.13556933679074473
Friedhof	22	3.41	2.68	37	5.08	2.73	22	8.91	2.27	8	2	172708	0.09159285420989464
Suppe	26	6.35	2.64	26	2.65	2.59	15	8.93	2.31	5	3	102001	0.0588799585207219
Unbehagen	26	2.08	2.24	29	5.55	2.64	21	5.33	2.46	9	2	25825	0.09412974667110616
Joghurt	28	6.21	2.45	12	1.50	2.11	29	9.41	1.38	7	3	12841	0.0801338669951062
Feigling	14	2.43	1.22	25	5.20	2.24	14	6.93	2.62	8	2	13377	0.07127730238531975
Dessert	23	7.65	2.21	26	2.92	2.51	22	7.09	2.67	7	3	24106	0.10450095233080045
Glaubwürdigkeit	23	6.26	2.60	23	5.48	2.56	22	3.14	2.88	15	4	70531	0.12565474773416194
Uhr	28	5.71	1.65	24	3.21	2.38	21	9.29	1.15	3	3	4412770	0.04016316087399322
Ball	24	6.63	1.95	23	3.57	2.59	16	9.00	2.48	4	3	698709	0.10544621810223935
Infektion	22	2.00	2.25	25	6.36	2.71	19	5.47	2.34	9	2	145568	0.13483466669289834
Komödie	30	7.47	2.43	25	6.24	2.28	26	6.42	2.61	7	4	87808	0.054048191125678546
Frost	27	4.00	2.54	23	3.61	2.66	27	8.22	2.36	5	3	58890	0.05843516886622346
Milieu	26	3.19	2.06	20	3.10	2.47	30	4.23	2.69	6	1	54565	0.08330671407033616
Pute	30	5.57	1.61	34	1.82	2.29	27	8.37	2.84	4	3	10646	0.056016463270305225
Resignation	24	3.21	2.93	25	4.20	3.29	30	4.23	3.04	11	2	23511	0.1132671359016934
Limit	29	4.59	1.68	23	4.04	2.88	23	5.39	3.24	5	1	50273	0.12869534824062864
Materialist	17	3.24	2.31	28	3.79	2.62	25	4.20	2.29	11	1	3709	0.02735270390265146
Empfehlung	24	7.46	2.02	27	3.48	1.93	31	4.81	3.15	10	4	368741	0.11581404046623948
Strom	17	5.76	2.22	17	4.41	3.41	20	6.15	3.20	5	4	600546	0.07397526387018732
Chaos	21	3.33	2.15	22	7.14	2.32	18	6.39	3.24	5	2	187791	0.06682783608736403
Eingebung	23	6.52	2.86	23	4.87	2.55	27	2.59	2.04	9	4	11557	0.1060635683230393
Technik	31	5.35	2.51	27	4.26	2.71	16	4.88	2.63	7	1	989151	0.05951920146866611
Beispiel	31	5.26	1.83	23	2.00	1.98	24	5.17	3.41	8	1	3270025	0.12850705826120096
Skandal	38	3.21	2.04	27	5.37	3.20	24	3.96	2.42	7	2	104757	0.06262282867633574
Wartung	32	5.03	2.28	22	2.55	2.82	26	5.58	2.76	7	1	81852	0.04376542263086378
Chance	23	7.30	2.24	30	6.03	2.83	26	4.31	3.22	6	4	1632599	0.0891427839650557
Sohle	29	5.00	1.65	22	0.95	1.29	28	8.54	1.88	5	3	37999	0.05620586880247899
Krise	20	2.20	1.58	26	5.96	3.18	24	3.79	2.72	5	2	430221	0.10429141121978672
Berechtigung	23	4.70	2.36	22	3.55	2.72	16	3.94	3.51	12	1	77769	0.12315597936101572
Disput	22	4.14	2.27	32	6.47	2.81	24	6.08	2.72	6	2	13915	0.08765566461393537
Widerstand	31	4.97	1.97	19	5.42	2.69	21	4.67	3.23	10	4	411667	0.06764444272553652
Blatt	25	6.16	2.23	27	1.41	1.47	18	7.28	3.54	5	3	436687	0.08876815919052988
Rasse	25	3.88	2.19	40	4.90	2.96	23	5.09	3.25	5	2	231687	0.09070824086778974
Merkmal	24	5.67	2.04	21	2.81	2.23	22	4.68	3.59	7	1	246359	0.08299826281152478
Länge	22	5.00	1.48	17	2.41	2.12	20	6.00	3.15	5	1	421681	0.06296806215920372
Wesen	20	6.45	2.04	19	3.63	2.75	18	3.89	2.61	5	1	458040	0.10124634200961592
Droge	25	2.92	2.74	24	4.71	2.97	27	6.93	2.23	5	2	203400	0.08713075264229729
Raupe	24	4.63	2.04	26	2.88	2.69	17	8.82	1.98	5	3	27086	0.04941183827734193
Ausgangspunkt	33	5.45	2.02	24	1.63	1.93	21	4.67	3.09	13	1	162035	0.04147013632835485
Blick	27	5.81	1.98	30	4.73	2.72	20	6.25	2.95	5	4	1778183	0.10467193330548825
Schuss	25	2.16	2.13	22	6.55	3.04	20	7.60	2.23	6	2	200209	0.06491645725387908
Jungfrau	28	5.36	2.02	27	3.67	3.01	17	6.06	3.21	8	1	74366	0.09143304204137656
Fluss	25	6.96	1.57	33	3.58	2.39	17	8.41	2.15	5	3	370570	0.06968332326156194
Fahrer	21	5.00	1.87	34	2.59	2.34	26	8.58	1.55	6	3	477030	0.0949213114672775
Fragwürdigkeit	22	4.09	1.95	32	4.50	2.42	13	3.77	2.77	14	1	3389	0.1189765378096269
Niveau	19	6.42	2.04	33	5.00	2.66	20	3.85	2.54	6	4	430886	0.1187029113030279
Regime	25	2.72	1.97	19	5.37	3.27	24	5.00	2.86	6	2	105585	0.06844738429250802
Tauglichkeit	32	4.69	2.09	21	3.81	2.50	19	5.11	2.64	12	1	10866	0.09474896283649441
Feind	26	3.00	3.12	29	6.24	2.49	16	5.13	3.48	5	2	321111	0.10002965659633173
Kündigung	27	1.81	2.15	20	5.95	3.27	23	6.78	3.10	9	2	250854	0.07674437296020183
Strategie	22	5.95	2.26	26	4.62	2.21	17	6.18	3.64	9	4	406186	0.10937872342157207
Korkenzieher	24	6.00	1.82	16	1.94	1.95	26	8.77	2.44	12	3	2974	0.0337822195590233
Rutsche	27	6.19	1.30	23	4.00	2.92	15	8.60	2.26	7	3	1	0.0
Gedanke	27	6.81	1.52	21	4.67	3.28	18	4.11	3.41	7	4	1428121	0.03165112126491713
Beihilfe	29	4.00	2.35	31	4.19	2.88	20	2.95	2.35	8	1	38796	0.0855348287635349
Sender	23	5.30	1.66	26	2.69	1.89	15	5.53	2.42	6	1	303004	0.03891887463080215
Enthüllung	35	5.71	1.71	26	6.00	2.33	28	3.46	2.35	10	4	26788	0.09536137486844243
Ungleichgewicht	22	3.59	2.56	20	4.55	3.46	24	5.08	2.50	15	2	27410	0.09345676561400337
Laus	23	2.91	1.70	21	2.71	3.00	20	8.65	2.50	4	3	15112	0.08106374403584253
Schmach	24	2.25	2.15	13	6.69	3.12	23	3.87	2.69	7	2	6890	0.05774218133319165
Zärtlichkeit	29	8.24	3.07	19	7.74	2.10	26	6.50	3.42	12	4	25354	0.057504465028815004
Regierung	24	4.58	1.59	21	3.81	3.11	25	6.20	2.55	9	1	986150	0.0927378039084879
Schnee	31	5.90	2.81	21	3.19	2.96	19	9.53	0.96	6	3	324393	0.032041603749602576
Verhaftung	23	1.09	1.47	29	6.45	2.89	21	6.62	2.82	10	2	41737	0.10892399831186365
Heft	29	5.34	1.65	32	0.94	1.37	25	8.32	2.97	4	3	236676	0.12285172982871946
Orchester	21	7.57	1.86	21	4.57	3.04	29	9.10	1.65	9	3	142566	0.09843335078220265
Romanze	29	7.79	2.91	23	6.39	2.81	22	5.77	2.45	7	4	14227	0.057068089444047294
Himmelreich	23	6.09	3.03	24	5.38	3.28	17	4.71	3.16	11	4	16057	0.0708558793745239
Wachstum	32	7.19	1.79	32	3.28	2.79	18	6.28	2.54	8	4	335146	0.0608376255789888
Kopf	33	6.55	1.44	25	3.28	2.11	23	9.39	0.99	4	3	1642883	0.08746156898133157
Verbrechen	25	2.08	2.84	17	7.35	2.37	28	5.93	2.61	10	2	196075	0.08286784704399162
Versorger	26	5.19	2.25	26	3.38	2.76	26	5.38	2.59	9	1	22222	0.07614824891039156
Begründer	28	6.00	1.47	30	2.33	2.12	21	5.00	3.18	9	1	34938	0.1506397892603728
Mischung	28	5.54	1.86	23	2.43	2.00	21	5.05	2.77	8	1	326793	0.1086344701063024
Gericht	18	4.17	2.60	17	5.59	2.87	10	7.30	3.30	7	2	768119	0.1002132468269402
Leuchte	24	6.33	2.35	24	2.08	2.34	25	7.36	1.87	7	3	23163	0.0740953908885849
Offenbarung	23	5.26	2.36	26	5.04	2.96	24	3.29	2.54	11	1	74722	0.23601782731237278
Erleichterung	21	8.24	1.89	30	4.90	2.83	26	5.04	2.75	13	4	82755	0.07974269571827942
Minimum	16	4.19	1.68	29	1.52	2.18	20	5.05	4.16	7	1	73375	0.03166288711657278
Sitz	22	5.05	1.65	23	1.52	1.56	19	7.16	2.34	4	3	399798	0.07538778139534948
Kur	32	6.13	2.00	27	3.22	2.85	21	6.00	3.30	3	1	73672	0.09826426061594638
Fisch	23	5.74	2.09	20	1.45	1.54	19	8.68	2.58	5	3	502405	0.0444894118992632
Intervall	19	4.21	1.84	24	2.71	2.71	21	4.90	3.22	9	1	39682	0.08608320204925386
Päckchen	20	6.15	1.84	22	4.45	2.65	30	8.53	2.47	8	3	56612	0.055825899154736326
Tinte	27	5.48	2.21	23	2.04	2.14	26	9.15	1.22	5	3	24453	0.039568695705243975
Gefäß	24	5.54	1.82	14	2.07	2.70	11	8.64	2.66	5	3	86340	0.15540216389318157
Tiger	25	6.64	2.16	25	5.92	2.90	18	9.28	1.56	5	4	85876	0.05744088492855586
Börse	22	3.64	2.65	38	3.92	3.27	15	6.53	2.17	5	2	146829	0.10779027751917944
Märchen	24	7.63	1.97	27	3.56	2.21	31	6.58	3.16	7	4	152789	0.08320374442539523
Ghetto	36	1.97	2.27	28	5.82	2.92	20	7.20	2.31	6	2	25475	0.09559567780274034
Scheinwerfer	28	4.50	1.77	24	2.92	2.30	29	8.62	2.80	12	3	61123	0.06478529765284645
Stöpsel	29	4.93	1.69	16	1.81	2.51	28	8.43	2.39	7	3	5624	0.0225892764898461
Sektor	27	4.07	2.15	18	2.22	1.93	30	5.07	2.89	6	1	133120	0.09485150985834036
Leiche	18	2.50	3.70	30	6.63	2.86	23	8.13	2.82	6	2	141918	0.043994336535247654
Kritik	18	4.22	2.07	27	6.63	2.47	19	4.68	3.51	6	2	786553	0.04377616705635909
Dusche	27	8.04	1.58	20	3.95	2.76	17	9.82	0.39	6	3	108542	0.06276905487030393
Echtheit	16	6.81	2.43	24	4.58	2.75	26	4.58	2.79	8	4	19590	0.11246433337985615
Schatten	24	4.54	2.21	15	2.73	2.84	24	8.21	2.62	8	3	338611	0.07634489391986028
Fingernagel	29	4.66	1.91	31	3.16	3.14	18	9.67	0.59	11	3	31312	0.04579425663496993
Dehnung	20	5.20	2.02	25	2.88	2.44	12	5.00	2.63	7	1	14644	0.09346866181646402
Jünger	31	4.52	2.67	27	3.00	2.80	15	6.53	2.92	6	1	84421	0.14436836729486816
Verstand	31	7.90	1.78	23	5.30	2.44	26	3.46	2.93	8	4	156842	0.07676187355779548
Studium	29	7.28	2.09	21	5.48	2.52	17	7.59	2.60	7	4	634820	0.09436045029141107
Aufwand	20	3.85	2.01	16	4.69	2.57	19	3.84	2.36	7	1	379045	0.10308920696328693
Bedenklichkeit	22	4.00	1.63	25	4.72	2.78	14	2.50	1.79	14	1	1020	0.030539541943200618
Genießer	23	7.74	3.17	15	5.07	3.53	26	6.35	2.53	8	4	17020	0.040358131363379346
Aufmerksamkeit	27	7.67	1.80	39	4.26	2.67	28	5.93	2.80	14	4	410549	0.13501810394434677
Bruder	25	8.16	1.60	28	3.32	2.74	25	8.52	2.74	6	3	768550	0.03961857326062675
Gegenteil	22	4.68	1.89	24	4.58	2.48	17	3.71	3.62	9	1	494419	0.03879443567134494
Kummer	24	1.83	1.34	21	6.57	2.73	26	5.38	3.05	6	2	46936	0.11503706920021668
Stube	23	6.83	2.48	21	1.43	1.86	16	8.31	1.89	5	3	36752	0.06302260785195185
Landung	17	4.76	2.17	19	4.89	2.81	17	7.41	2.35	7	2	71926	0.03684601197642914
Wendigkeit	21	7.24	1.89	17	3.53	3.22	16	4.31	2.60	10	4	6968	0.07094670388943497
Wissen	22	7.91	2.51	17	5.24	2.17	19	3.79	3.14	6	4	859211	0.057175380320562255
Licht	23	7.87	2.26	29	4.66	2.86	22	8.50	2.30	5	4	1198751	0.1123239106528883
Mast	28	4.57	2.50	17	2.65	2.85	18	8.33	1.81	4	3	53227	0.07437075478557943
Rudel	23	5.00	1.76	25	4.20	2.35	18	7.61	1.94	5	3	39901	0.0610425688724035
Präsentation	23	5.48	2.48	16	3.75	2.11	23	7.26	2.09	12	3	273722	0.12376817833866693
Gemüt	31	6.48	1.91	20	3.95	2.70	19	3.68	2.87	5	1	76836	0.1121959187270346
Gras	22	7.09	2.49	15	1.47	1.88	22	9.18	1.14	4	3	130992	0.09749666563223379
Gewissheit	22	6.95	2.15	25	4.52	3.14	27	4.00	2.95	10	4	87826	0.09864178761688341
Wicht	36	3.97	2.35	18	4.00	2.20	29	6.79	2.26	5	2	6451	0.032092121504161006
Volk	22	5.45	1.95	25	3.56	2.42	13	7.00	2.35	4	3	966045	0.12841507332822136
Ähnlichkeit	21	5.48	1.47	31	2.68	2.44	30	5.13	2.86	11	1	97124	0.08709241077502142
Wald	33	7.21	2.34	27	3.19	2.30	25	9.24	1.39	4	3	835038	0.054312261868942356
Eule	21	5.48	1.83	25	2.24	2.18	15	9.33	1.59	4	3	23568	0.08311181651545643
Akt	26	5.73	2.16	37	6.11	2.71	16	6.75	2.14	3	4	109258	0.13411030366004556
Projekt	18	5.44	1.62	24	3.96	3.10	27	4.37	3.31	7	1	2357552	0.062056308168499996
Diakonie	25	4.48	3.12	23	2.48	2.61	21	5.43	2.98	8	1	56755	0.08843762347620811
Erteilung	16	4.13	2.09	33	2.88	2.63	25	2.84	2.56	9	1	54896	0.08986067030771126
Konditor	34	6.85	2.08	22	2.36	2.65	23	9.00	1.35	8	3	5899	0.037061354946582546
Gehorsam	20	4.60	2.80	16	3.69	2.21	19	3.68	2.94	8	1	47921	0.0894328875119005
Pate	26	6.00	2.04	17	3.06	3.15	23	6.96	2.48	4	3	54816	0.09400386984153487
Laub	18	6.50	1.82	25	2.08	1.63	19	9.47	0.77	4	3	47223	0.11643558449482792
Linie	22	4.95	1.13	31	1.74	2.05	18	8.94	2.21	5	3	879463	0.05926158116825318
Patriotismus	31	3.87	2.51	18	6.89	3.18	20	4.10	3.13	12	2	15852	0.11746941933993627
Begleitung	31	7.13	1.23	24	3.50	2.19	19	6.95	2.27	10	4	194962	0.08029870237180424
Projektion	26	5.19	1.58	27	2.67	2.54	17	4.47	2.43	10	1	38884	0.15356166927655532
Seite	21	5.52	1.21	20	1.75	1.94	16	5.44	4.00	5	1	5425960	0.03791673422417415
Wechsel	30	5.27	1.62	17	4.94	2.75	20	4.95	3.30	7	1	380556	0.01779769104377419
Erfordernis	28	4.18	1.81	23	3.83	2.77	28	3.82	2.89	11	1	68976	0.13868127344884112
Medizin	29	5.66	2.27	21	4.71	2.53	15	7.00	2.27	7	4	319116	0.11141075343711354
Schutz	32	7.34	1.99	23	4.91	3.25	31	5.52	2.59	6	4	755187	0.13024731930319125
Dienstleistung	27	4.85	2.28	36	2.56	2.48	23	4.87	2.69	14	1	369399	0.12571730013539442
Ingenieur	29	6.21	2.29	14	1.00	1.96	23	7.48	2.69	9	3	160716	0.06112307766547919
Rad	25	6.32	1.60	23	3.26	2.77	27	8.19	2.75	3	3	435287	0.061309004084699
Behörde	26	2.54	1.75	35	4.00	2.94	23	7.04	2.79	7	2	537413	0.14686522185847126
Aufnahme	25	5.60	1.83	27	2.67	2.35	20	4.65	2.52	8	1	664299	0.10039636144748533
Kuss	27	8.67	2.20	22	7.55	2.39	22	8.50	1.97	4	4	90401	0.04996020532705349
Extremist	22	1.64	2.34	24	7.38	2.57	36	6.17	2.52	9	2	19688	0.05880867701567816
Speiche	31	5.13	1.78	21	1.24	1.48	22	9.14	1.13	7	3	18288	0.040687656900181696
Gegenstand	24	5.08	1.72	27	1.52	1.45	24	5.00	3.34	10	1	519615	0.12722517483326293
Region	29	5.66	1.29	19	2.37	2.11	27	5.85	2.85	6	1	1284302	0.09767618496539011
Zeugung	29	6.41	2.03	24	6.21	2.83	19	6.42	2.81	7	4	9874	0.045388282948012115
Rinde	30	5.97	2.47	19	1.53	1.22	22	8.82	2.17	5	3	25907	0.09165090782930665
Bergung	24	4.21	2.87	30	5.30	2.87	19	5.05	3.24	7	2	15768	0.08704994566523817
Lichtanlage	20	4.60	1.50	27	2.41	2.65	24	7.21	2.90	11	3	5316	0.07346996578650195
Haut	22	5.77	2.22	22	3.91	3.24	22	8.41	1.79	4	3	647104	0.08814848494045723
Flughafen	20	6.25	2.29	25	5.16	3.41	26	9.35	2.02	9	3	448628	0.059569475940950495
Humor	26	8.08	2.33	23	5.83	2.59	15	5.13	2.80	5	4	206182	0.07327113923174643
Trend	24	5.13	1.62	19	3.74	2.64	18	3.67	3.11	5	1	412304	0.06728530281361148
Handschuh	25	6.04	2.15	31	1.58	2.22	17	9.65	0.70	9	3	89235	0.08861396242254078
Standpunkt	33	6.12	1.95	24	5.08	2.65	15	4.33	2.66	10	4	149655	0.07043882016002545
Knoblauch	23	4.87	1.98	15	2.67	2.69	22	8.95	2.68	9	3	56471	0.056964841888703883
Strand	29	8.10	1.70	28	5.00	3.04	24	9.38	0.88	6	4	446124	0.07925928453029991
Zuschuss	30	6.60	2.22	17	3.53	2.98	24	4.83	2.32	8	1	136533	0.0564728282312777
Umgebung	22	6.18	2.65	30	2.20	2.20	25	5.72	2.89	8	1	726667	0.049922696653332
Hochhaus	25	4.16	2.25	24	2.92	2.90	21	8.00	3.30	8	3	49989	0.11928694197078116
Sorte	34	5.71	1.27	21	1.86	2.20	28	4.79	3.07	5	1	210675	0.13221977771347737
Sache	33	4.79	1.54	20	1.90	1.94	24	4.00	3.23	5	1	2656580	0.06969254282782841
Reaktion	27	5.81	1.36	28	5.36	2.71	23	3.87	2.74	8	4	549287	0.07768614255104647
Lage	21	5.57	1.75	19	1.89	2.23	17	4.06	3.01	4	1	1307245	0.09825083312494401
Regel	24	5.21	1.59	11	3.18	2.14	16	4.25	2.21	5	1	1170845	0.04970969649311824
Sense	15	2.47	1.68	24	4.29	2.94	16	8.94	1.84	5	2	11421	0.09679758920825947
Wissenschaft	28	6.32	2.16	28	5.86	2.73	21	5.33	3.31	12	4	596691	0.07212791608029846
Möglichkeit	28	7.50	1.84	26	4.35	3.02	23	5.04	2.96	11	4	3550443	0.09932220984326111
Apotheke	23	5.22	1.65	26	2.88	2.30	19	9.16	1.46	8	3	159112	0.06292045214435324
Brunnen	23	6.52	1.95	20	2.35	2.30	21	8.95	2.18	7	3	115696	0.2387963584344974
Bauwerk	27	5.67	2.13	22	2.27	2.75	20	7.05	2.61	7	3	127803	0.1695750855583718
Coitus	19	5.63	3.35	26	7.62	2.55	18	6.33	3.18	6	4	243	0.0
Landschaft	23	7.87	1.66	23	4.83	2.72	28	7.71	2.58	10	4	489413	0.05434164303537916
Koordination	30	6.43	2.06	23	3.04	2.55	22	4.23	3.19	12	1	77975	0.101209945907095
Herr	29	4.69	1.79	24	2.75	2.01	26	6.96	2.79	4	3	3014123	0.07769047458589073
Legende	19	6.37	2.19	20	2.70	2.99	16	4.81	2.34	7	1	139669	0.06086510038761637
Kleinbürger	29	3.72	2.25	25	2.40	2.75	25	4.72	2.79	11	1	4012	0.049773172574582414
Wissenschaftler	21	5.00	2.59	30	3.63	3.03	23	6.96	2.40	15	3	435599	0.07442476357068054
Wiese	34	8.06	2.09	22	3.36	3.06	19	9.11	2.31	5	3	272107	0.035178192075894836
Kürzung	18	1.78	1.52	23	4.70	2.58	26	3.62	2.56	7	2	88944	0.09530694410369467
Leckerbissen	26	8.15	1.46	22	5.64	2.59	25	6.16	2.27	12	4	28021	0.08679741180472454
Arbeitszeit	33	4.61	1.89	22	3.50	2.48	28	5.50	3.20	11	1	165158	0.08534860446533521
Anruf	26	5.65	2.38	32	5.09	2.70	29	6.34	3.30	5	4	180813	0.09828407201178954
Bau	18	5.00	1.50	25	1.84	2.37	15	6.80	2.60	3	3	714841	0.0961659376962407
Schöpfung	32	6.25	2.83	24	3.58	2.67	23	3.61	2.84	9	1	131894	0.15509312354412177
Exemplar	22	5.82	1.50	27	2.19	2.20	17	5.65	3.00	8	1	243539	0.1363615318503922
Musiker	30	7.87	2.33	21	4.90	2.61	27	8.89	1.42	7	4	372828	0.09376550816430049
Allianz	22	5.86	1.32	24	1.79	1.89	22	4.73	2.71	7	1	89532	0.06567481848674045
Kläger	29	2.48	1.62	29	4.59	2.57	18	6.89	2.78	6	2	394600	0.09598800250576839
Burg	27	6.15	2.20	31	3.39	3.13	19	7.95	3.46	4	3	231579	0.05810110021780824
Wandlung	32	5.53	2.30	16	4.25	2.05	23	3.96	2.85	8	1	44147	0.10168432416252499
Faktor	31	5.03	1.33	27	2.93	2.30	28	3.86	2.94	6	1	472309	0.0674575736804304
Donner	32	4.97	2.78	24	5.21	2.52	18	8.78	1.40	6	3	21439	0.029276089326264375
Profil	24	5.46	1.86	18	3.22	2.26	15	5.87	2.17	6	1	314244	0.08648290087742615
Schweiß	28	3.64	2.93	20	5.20	2.95	25	8.08	2.48	7	2	58126	0.07434144554858138
Waise	41	3.12	2.47	22	4.41	2.84	22	6.64	2.44	5	2	14360	0.02437292351579675
Impression	22	7.36	1.62	26	3.54	2.87	29	3.45	2.82	10	1	32871	0.13788099554874944
Monster	31	3.13	2.84	14	5.57	2.62	20	7.85	1.87	7	2	154214	0.10990339229262759
Rechnung	25	3.24	2.31	16	3.69	2.36	17	8.29	1.76	8	3	557349	0.08391443408454137
Leistung	25	7.04	1.54	28	5.50	2.56	14	3.14	2.44	8	4	1835801	0.08417618216908268
Wall	21	4.71	1.65	23	2.39	2.02	10	8.20	1.99	4	3	10912	0.10723387798158386
Phantom	18	4.39	2.06	22	4.45	2.91	26	5.42	2.37	7	1	28493	0.029241038101594688
Verständlichkeit	23	7.43	2.00	23	2.78	2.19	19	5.05	3.21	16	1	13388	0.06830839130597594
Unterleib	20	4.00	2.25	34	4.38	2.79	20	8.05	2.65	9	3	11685	0.07820821825626505
Koffer	18	6.44	2.15	17	2.94	2.77	25	9.52	1.05	6	3	128868	0.06248207524520885
Architektur	26	7.04	2.34	21	3.24	1.81	33	6.79	2.37	11	3	239018	0.10226972852568482
Ungunst	35	2.31	1.92	24	5.25	2.91	14	3.29	2.97	7	2	9210	0.07168037111735949
Erzeugung	13	5.69	1.93	22	3.05	2.19	16	4.19	2.88	9	1	71234	0.10732706569452376
Erwartung	27	6.15	2.03	28	5.43	2.52	28	3.61	2.67	9	4	357938	0.10869322469183666
