Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	Avrg_Cosine
Auge	36	6.53	1.96	27	4.19	2.42	24	9.79	0.59	4	3	2326607	0.1560983673980158
Propeller	16	4.81	2.01	22	1.95	2.26	26	8.62	2.43	9	3	15338	0.19398048684993804
Lamm	27	7.15	2.25	25	1.76	2.01	30	8.77	2.50	4	3	45766	0.6287978222851617
Impfstoff	41	6.39	2.41	30	4.27	3.04	17	6.94	3.15	9	4	45293	0.27823341497352205
Saison	20	6.15	1.95	24	3.50	2.77	16	5.00	2.76	6	1	932983	0.2485426061609944
Kugel	22	5.82	2.38	25	1.88	2.35	17	8.76	2.46	5	3	195486	0.18986984671224158
Komödie	30	7.47	2.43	25	6.24	2.28	26	6.42	2.61	7	4	87808	0.1023254569937331
Fortschritt	26	7.23	2.14	23	4.96	2.74	16	4.19	3.17	11	4	311872	0.23444396946944712
Prinz	21	6.33	2.11	29	3.52	2.63	24	7.67	2.70	5	3	168044	0.11960565486834407
Ergreifung	24	3.88	2.23	32	5.78	2.50	24	4.33	2.82	10	2	4775	0.18333230269366402
Armee	27	3.56	3.04	18	5.17	3.17	29	7.79	2.55	5	2	319774	0.337262705065985
Schweiß	28	3.64	2.93	20	5.20	2.95	25	8.08	2.48	7	2	58126	0.18057408357448565
Mitte	25	5.52	1.50	18	2.28	2.32	28	5.50	2.20	5	1	1078840	0.17851115836409012
Widerspruch	28	3.75	2.17	31	5.03	2.40	17	4.12	2.93	11	2	294441	0.07754321705566965
Attraktion	20	6.60	1.64	22	6.77	2.45	23	5.13	2.69	10	4	97543	0.2998273703096372
Selbstmord	28	1.43	2.39	19	6.63	3.74	20	5.55	3.17	10	2	72148	0.1802421165542329
Ausbeutung	17	1.53	1.77	27	7.22	2.47	20	4.50	2.98	10	2	66168	0.14797221450792908
Vertreter	17	3.24	2.19	31	2.29	2.87	18	5.56	2.09	9	1	622471	0.18211305003205397
Diesel	23	4.96	2.62	28	2.14	2.26	12	8.33	1.72	6	3	118329	0.10956994351049672
Staat	30	4.00	2.21	32	4.09	3.10	26	6.15	3.25	5	1	1548598	0.16829172330396902
Konjunktiv	18	4.56	2.06	17	1.94	2.33	23	4.39	3.88	10	1	8337	0.15600730406827715
Neigung	32	5.41	1.36	25	3.24	3.15	22	4.77	3.18	7	1	102205	0.17062243697884735
Schema	20	5.20	1.58	27	1.44	1.87	22	4.09	3.01	6	1	69711	0.13482323993652376
Vorrecht	22	4.68	2.80	23	4.22	2.81	20	4.55	3.17	8	1	12529	0.11517185822723522
Einigung	27	7.07	2.22	26	3.85	2.63	30	4.77	2.87	8	4	85240	0.18887720689072712
Typ	28	5.57	1.97	19	3.63	2.06	18	3.56	2.38	3	1	700750	0.10534910462989089
Erwerb	27	6.78	1.99	20	4.00	2.66	23	4.26	2.83	6	4	143856	0.18037074199062167
Läufer	29	5.48	1.88	37	2.95	2.33	20	8.50	1.99	6	3	137993	0.13243309274913115
Bibliothek	25	7.08	1.66	28	3.29	2.85	33	9.33	1.61	10	3	322105	0.1955566732370701
Neuerung	28	5.89	2.38	26	4.85	2.57	16	2.69	2.63	8	1	140279	0.19041605051081995
Esel	25	6.16	2.06	26	2.42	2.37	20	9.60	1.14	4	3	57512	0.29318062537955053
Institut	23	5.39	2.17	23	3.04	2.48	21	6.33	2.65	8	1	611806	0.18490220690118225
Auktion	17	5.53	1.23	24	5.21	2.48	13	7.31	2.75	7	4	64151	0.2162362061257757
Verzeichnis	25	5.20	1.00	23	1.65	2.01	24	5.50	2.47	11	1	184940	0.04004139750918974
Akteur	19	5.26	1.82	27	3.52	2.59	21	6.14	2.08	6	1	238469	0.2650803601006106
Ausbildung	32	6.56	2.26	22	3.55	2.63	21	5.67	3.04	10	4	977711	0.21436087718266408
Kummer	24	1.83	1.34	21	6.57	2.73	26	5.38	3.05	6	2	46936	0.2263934626912829
Notlage	29	2.34	2.22	32	6.84	2.13	26	5.58	2.48	7	2	25716	0.3741666236555352
Kommentar	24	5.42	1.79	26	3.27	2.16	22	4.09	3.48	9	1	916436	0.16898690112439377
Fackel	26	5.38	2.21	25	3.76	2.33	16	8.88	2.13	6	3	34104	0.20745397215461409
Uhr	28	5.71	1.65	24	3.21	2.38	21	9.29	1.15	3	3	4412770	0.11842809556460727
Publikum	26	5.54	2.12	27	5.07	2.70	24	6.92	3.01	8	4	696566	0.11711100361361862
Nadel	27	4.26	1.79	26	4.00	2.87	24	9.92	0.28	5	3	81563	0.22219881465808156
Zentrale	24	5.00	1.56	21	1.76	1.97	17	5.06	2.63	8	1	57792	0.030654537155572266
Junge	26	5.92	1.76	28	2.64	2.30	25	8.56	2.87	5	3	581968	0.07642929224547486
Bad	25	6.96	1.97	23	3.57	3.41	10	8.50	3.06	3	3	249447	0.12742495612620305
Etage	29	5.24	1.06	24	1.04	0.95	23	7.91	2.35	5	3	114564	0.21260115439365865
Verb	21	5.71	1.90	14	0.50	0.65	26	5.38	3.78	4	1	38718	0.12269188522960775
Kuh	25	6.16	1.34	29	1.97	1.84	14	8.93	2.53	3	3	151543	0.13752301158213534
Auswahl	29	5.79	2.18	25	3.04	2.70	27	3.33	2.69	7	1	776374	0.2610527556278168
Quote	23	3.83	1.87	24	2.88	2.61	21	4.29	3.08	5	1	221445	0.13951869469377604
Eule	21	5.48	1.83	25	2.24	2.18	15	9.33	1.59	4	3	23568	0.13076108672616168
Vortrag	25	5.28	2.26	22	4.05	3.00	28	7.04	2.30	7	3	617866	0.07409398517116764
Anzug	28	5.39	1.40	34	2.32	2.46	17	9.29	1.72	5	3	91227	0.12870421617707395
Tuch	20	5.45	1.85	22	2.45	3.16	25	8.48	2.57	4	3	113856	0.11913003280349828
Kuchen	21	7.33	2.76	28	3.93	2.91	19	8.11	3.14	6	3	196388	0.22111181324912907
Fischer	26	4.92	1.85	21	2.71	3.12	26	8.50	2.21	7	3	51475	0.17408220049502457
Stecker	27	5.56	1.69	22	2.14	3.08	17	7.29	3.31	7	3	87371	0.03971775070591924
Demokratie	26	7.08	2.30	18	3.67	3.07	19	6.16	2.91	10	4	427048	0.481716277877556
Stille	26	6.96	2.42	23	2.91	3.04	16	6.56	3.97	6	3	119453	0.12319648262080281
Zunge	23	5.87	2.32	22	4.18	2.67	18	9.44	0.98	5	3	136991	0.05653888145273067
Dilemma	27	3.26	2.70	28	6.46	2.57	17	3.47	2.43	7	2	58071	0.15338038955224292
Labor	27	4.44	2.56	18	3.44	2.85	30	8.13	1.76	5	3	161037	0.18582487021738595
Knochen	27	4.78	1.93	26	2.73	2.22	22	9.32	1.46	7	3	174333	0.140055167315776
Manie	26	2.96	2.37	17	6.12	3.62	25	4.28	3.16	5	2	5080	0.10941993404771577
Kürzung	18	1.78	1.52	23	4.70	2.58	26	3.62	2.56	7	2	88944	0.13583087030291374
Butterbrot	27	6.22	2.06	23	1.61	1.88	21	8.19	3.43	10	3	7514	0.26305642108074206
Einteilung	18	4.39	1.38	28	2.50	2.47	22	4.18	3.13	10	1	50648	0.16871987974766042
Zwielicht	25	3.24	2.30	28	5.29	2.27	15	4.93	3.59	9	2	6873	0.06252018514260718
Entschuldigung	26	6.73	1.73	26	5.00	2.84	19	5.16	3.04	14	4	105946	0.3073404493135857
Zeitalter	35	6.11	1.76	24	3.46	2.60	23	4.83	3.68	9	1	138192	0.05750494967733268
Album	23	6.57	2.13	21	2.76	2.57	14	8.07	2.53	5	3	826612	0.24380586125456055
Ofen	26	6.58	2.59	20	4.00	2.60	21	7.90	2.68	4	3	119146	0.2008382808533702
Niederlage	30	2.07	2.55	29	6.07	2.79	24	6.42	2.90	10	2	378967	0.14792368444338067
Zentrum	26	5.15	1.83	29	2.55	2.28	27	6.63	2.57	7	3	672563	0.09754566229021433
Kugelschreiber	17	5.47	1.70	19	1.68	2.33	25	9.36	2.02	14	3	18584	0.1065668165424393
Dozent	24	5.71	2.12	24	2.79	2.13	19	7.95	2.57	6	3	100526	0.18723817811087512
Verzicht	17	4.18	2.07	29	4.31	2.94	26	5.19	2.73	8	1	118984	0.08667308519546049
Dinner	29	7.48	1.62	22	4.14	2.57	17	7.59	2.83	6	4	25648	0.24381172648272925
Fragwürdigkeit	22	4.09	1.95	32	4.50	2.42	13	3.77	2.77	14	1	3389	0.23667044736866769
Werbung	34	3.68	2.41	26	4.08	2.68	21	6.95	2.42	7	2	587134	0.06544559032169198
Wiederholung	28	4.79	1.79	27	2.37	2.42	27	5.19	3.29	12	1	143679	0.08083711241001539
Sense	15	2.47	1.68	24	4.29	2.94	16	8.94	1.84	5	2	11421	0.15534934651785068
Dienstleistung	27	4.85	2.28	36	2.56	2.48	23	4.87	2.69	14	1	369399	0.35743592476710495
Einzug	24	5.67	2.39	24	3.88	3.04	19	5.26	3.05	6	1	142141	0.1591076953786402
Zentimeter	29	5.21	1.08	21	0.81	1.33	26	8.77	2.44	10	3	158852	0.09323162682601593
See	30	7.40	1.69	23	3.70	3.18	25	9.08	1.29	3	3	627390	0.10578419989012593
Hersteller	32	5.19	1.20	29	1.24	1.43	22	5.91	2.86	10	1	787776	0.2331654014071233
Variante	33	6.18	1.65	17	3.35	2.78	18	3.22	3.02	8	1	522659	0.15559653377916505
Tür	30	5.97	1.90	28	1.82	2.39	27	9.81	0.79	3	3	234481	0.05173892246650904
Partner	26	9.00	1.41	24	6.08	2.87	17	7.59	2.09	7	4	992976	0.1748223956137682
Eingebung	23	6.52	2.86	23	4.87	2.55	27	2.59	2.04	9	4	11557	0.2414762386430247
Angel	31	5.52	1.52	24	1.58	1.86	18	9.39	0.98	5	3	48509	0.35281899424041996
Investment	32	4.81	2.13	25	4.12	2.79	26	4.35	2.68	10	1	32615	0.2351850189811014
Näherung	17	5.18	1.24	26	4.00	3.26	23	3.65	2.98	8	1	6397	0.1374125663104367
Monster	31	3.13	2.84	14	5.57	2.62	20	7.85	1.87	7	2	154214	0.1865338610501795
Entwicklung	29	7.45	1.40	31	3.90	2.44	21	4.29	3.13	11	4	2303242	0.10874972855064427
Pelz	27	3.63	2.34	28	3.61	3.12	27	8.37	2.39	4	3	22550	0.10298015973836108
Atmosphäre	23	6.91	2.07	28	4.68	2.58	20	5.40	2.76	10	4	449510	0.17361936566484457
Besitz	34	6.12	1.97	28	4.64	2.67	26	4.50	2.57	6	4	281543	0.2626035690245196
Verachtung	32	2.09	2.54	21	6.81	2.60	21	4.38	2.91	10	2	26819	0.0845252046160746
Regelung	28	4.71	1.88	29	2.62	2.43	17	3.65	2.32	8	1	587623	0.2682779807156485
Schreibtisch	29	5.69	1.37	22	2.50	2.35	26	9.31	1.72	12	3	114838	0.10995994585682749
Mühle	33	5.94	1.64	25	1.84	2.15	18	9.00	1.64	5	3	120016	0.12332914688438515
Eiche	34	6.47	1.94	22	1.95	2.24	17	8.94	2.61	5	3	40803	0.19501043729319215
Genuss	24	8.42	2.47	29	6.24	2.94	27	5.30	2.33	6	4	214010	0.22816377879074504
Abend	23	7.17	1.97	16	4.06	3.97	24	7.33	2.87	5	4	1228951	0.3035155238595724
Säugetier	25	5.80	2.29	18	2.22	1.86	30	7.30	2.84	9	3	29830	0.09888972169733704
Aktivität	24	7.42	1.95	24	5.25	2.57	21	4.95	2.56	9	4	611083	0.2640078724415623
Puffer	24	5.58	1.44	17	2.65	2.18	23	3.91	3.37	6	1	24559	0.11259139393334702
Bund	24	5.46	2.04	18	2.61	2.28	17	5.82	3.34	4	1	528840	0.2784625154301848
Rand	20	4.70	1.66	21	2.00	2.26	25	6.44	2.75	4	1	522628	0.1928747728977158
Atlantik	21	6.57	2.42	26	5.15	3.15	25	8.40	1.96	8	4	36576	0.396861378071527
Schild	17	6.29	1.90	19	1.84	2.03	25	8.00	2.52	6	3	236296	0.06634234289680305
Getränk	28	7.25	2.38	27	2.70	2.52	16	8.44	1.31	7	3	285012	0.17223703916459834
Würde	33	8.03	2.08	21	4.43	2.87	28	4.07	2.83	5	4	107442	0.09805466962832125
Foto	25	6.84	2.46	24	4.08	2.32	23	9.43	1.12	4	3	1615108	0.2250871423501172
Erhalt	23	6.13	1.91	30	2.47	2.22	24	3.42	3.32	6	1	184154	0.2838191468191193
Dreck	29	3.41	2.35	26	3.50	2.52	15	6.80	3.49	5	2	103183	0.19116435557701958
Elektronik	14	5.14	2.11	25	3.00	2.66	17	6.18	2.88	10	1	102432	0.2510221133795256
Vorbereitung	30	6.03	2.06	24	3.83	3.14	19	5.05	3.64	12	1	482514	0.069024397783808
Fuchs	18	5.78	1.93	33	3.52	2.46	15	8.67	2.13	5	3	50054	0.1348201295649903
Unsinn	19	5.89	2.56	16	4.50	3.01	34	3.59	3.14	6	1	117261	0.16435301313157671
Bronze	26	5.81	1.96	21	1.67	1.68	26	6.96	2.52	6	3	64737	0.2004711109722756
Eignung	28	5.46	2.66	28	3.21	2.74	28	3.54	2.87	7	1	61322	0.1512112133622504
Notar	31	4.42	1.67	21	3.86	2.83	24	7.96	2.27	5	3	52295	0.2390728633657866
Prise	28	6.39	1.55	23	2.48	2.39	27	6.63	2.80	5	3	31450	0.12599665801615526
Verschleierung	29	3.21	2.86	22	5.41	3.26	11	4.18	2.99	14	2	9239	0.09532943280588176
Einstimmung	30	6.27	1.26	20	3.15	2.08	25	3.20	2.58	11	1	19385	0.12478768981178572
Reigen	23	5.22	2.52	17	2.88	2.87	14	4.79	3.24	6	1	17924	0.1514466521141385
Lagerung	25	4.76	1.71	24	1.13	1.80	24	5.88	2.66	8	1	65607	0.13884460584123198
Monitor	23	4.52	1.62	26	1.42	1.88	33	8.79	2.29	7	3	132391	0.1374229497669278
Tennis	37	5.38	1.96	24	2.42	3.02	23	8.61	1.80	6	3	61933	0.05208992618335016
Mobilität	28	7.82	1.47	24	4.08	2.83	24	5.63	2.99	9	4	123016	0.18149259226385536
Anregung	21	6.24	2.86	32	4.63	2.60	20	4.45	2.70	8	4	332458	0.21968543720149505
Aufstand	32	4.75	2.40	32	6.84	2.94	18	5.61	2.57	8	2	87331	0.1845945349027165
Erlaubnis	28	6.64	2.02	26	3.88	2.07	26	5.23	2.89	9	4	117623	0.10468858758582478
Insel	27	7.78	1.45	17	4.65	2.74	20	8.15	2.21	5	4	817682	0.2135164896983079
Staub	27	3.52	2.29	21	2.71	2.95	15	8.20	2.62	5	3	138106	0.06941509021420937
Wandel	25	6.12	1.92	16	4.56	2.66	23	4.78	3.07	6	4	252022	0.11005777670937297
Held	25	7.36	2.10	24	6.29	2.39	21	6.19	3.04	4	4	340257	0.27107705964183076
Perspektive	24	5.96	1.88	29	4.86	2.91	29	4.59	3.08	11	4	467960	0.24834655241097225
Unterschrift	29	5.59	2.23	28	3.36	2.92	21	8.67	2.22	12	3	153040	0.10829637254004101
Unabhängigkeit	39	7.38	2.35	28	5.75	3.35	26	4.73	2.82	14	4	129686	0.1365052072957711
Pol	21	5.14	2.50	30	3.13	2.80	26	6.88	2.52	3	3	4617	0.1465898469199421
Versorger	26	5.19	2.25	26	3.38	2.76	26	5.38	2.59	9	1	22222	0.09571766552494947
Eröffnung	30	6.40	2.03	28	4.14	3.12	27	6.33	2.88	9	4	224672	0.2339947628542734
Butter	32	5.69	2.22	31	1.94	2.32	30	9.83	0.59	6	3	132957	0.3488360509516038
Spaltung	26	3.54	1.90	25	5.88	2.65	17	4.88	2.60	8	2	50382	0.18909786538319137
Höhe	33	5.52	2.15	21	4.81	3.20	31	5.74	2.52	4	4	1386120	0.24452528043888347
Erledigung	30	4.67	1.73	26	4.42	2.86	19	4.05	3.58	10	1	28787	0.21705642818483115
Person	26	5.73	1.37	21	3.71	2.65	26	7.96	2.69	6	3	2539720	0.15424391991512382
Aussicht	34	6.71	2.37	19	4.11	2.87	18	6.72	3.21	8	4	280774	0.09394444028062654
Aufbewahrung	29	5.66	1.95	29	2.00	2.35	25	5.68	2.63	12	1	27178	0.2540720902171167
Spezialist	21	5.57	2.27	22	4.23	2.79	15	5.60	3.44	10	1	180964	0.11356814129055044
Fußball	33	4.70	3.13	23	3.74	3.61	21	9.38	1.36	7	3	413298	0.11672957326889861
Ausschluss	35	3.00	2.17	29	5.17	3.07	13	3.31	3.04	10	2	96185	0.20464702261386739
Burg	27	6.15	2.20	31	3.39	3.13	19	7.95	3.46	4	3	231579	0.14299757846050218
Wissenschaftler	21	5.00	2.59	30	3.63	3.03	23	6.96	2.40	15	3	435599	0.07462320513555092
Entlastung	24	7.17	1.81	30	3.03	3.13	36	3.83	2.76	10	1	99535	0.18269407440117522
Lawine	16	3.13	2.47	19	6.32	2.19	17	9.00	1.66	6	2	17594	0.08409643325433735
Opposition	19	4.89	2.08	18	4.22	2.60	21	5.24	2.98	10	1	145018	0.13221256437286827
Horizont	30	7.27	2.23	30	4.37	2.85	31	8.00	2.24	8	4	133993	0.183572238370811
Küche	21	6.81	2.04	26	2.46	2.69	28	8.29	2.80	5	3	538616	0.1327744032026417
Birke	30	6.73	2.13	23	1.35	1.64	27	9.59	0.75	5	3	11850	0.23463958425702489
Garde	27	4.52	2.41	26	2.38	2.59	21	6.10	3.22	5	1	44366	0.07061687000075623
Pfeffer	20	5.90	1.62	24	4.71	2.76	17	8.82	1.74	7	3	95143	0.1408205688923645
Werber	20	3.80	1.79	19	3.16	2.83	21	4.57	3.04	6	1	13994	0.07510190600984763
Schreck	34	3.53	2.19	29	7.07	2.58	30	5.33	2.58	7	2	39102	0.22856768750015885
Damm	21	5.33	1.43	21	2.29	2.61	19	8.11	3.18	4	3	46709	0.39612971564164245
Nutzung	20	5.20	2.35	25	2.16	2.36	30	4.37	3.07	7	1	700132	0.19996886514773218
Balkon	17	7.47	1.46	22	3.18	3.03	23	9.91	0.29	6	3	171335	0.22708793761809018
Entführung	20	2.75	2.07	27	7.07	2.56	24	6.88	2.80	10	2	33261	0.16011683870518612
Tod	26	1.73	2.27	19	6.63	3.58	18	8.28	2.35	3	2	1255970	0.2089786911960152
Konsultation	29	4.28	2.07	32	3.59	3.23	27	4.85	2.93	12	1	17045	0.29716417542586704
Obst	22	7.64	2.34	35	2.37	2.24	18	9.00	1.19	4	3	174180	0.10288859502896897
Speise	29	6.59	2.20	22	3.45	2.50	23	7.35	2.31	6	3	24359	0.37859887489498295
Grammatik	26	4.85	2.31	21	2.43	3.25	24	4.92	3.53	9	1	54075	0.12934309374033345
Buchung	15	4.80	1.70	22	3.23	3.21	26	5.73	2.55	7	1	101363	0.196791932004003
Rad	25	6.32	1.60	23	3.26	2.77	27	8.19	2.75	3	3	435287	0.10065466647764405
Aufteilung	22	5.55	2.24	21	2.57	2.23	17	4.35	3.00	10	1	64984	0.32270292994948524
Erdgeschoss	31	4.45	2.31	34	0.97	1.34	25	7.92	3.28	11	3	82174	0.23424964752639724
Elend	24	1.46	2.13	20	6.25	2.63	15	5.53	3.36	5	2	70929	0.35540203438241036
Verdruss	20	1.85	1.50	22	4.32	2.78	22	4.55	2.02	8	2	6564	0.04437673206101847
Halt	21	7.38	1.88	19	2.32	2.56	19	4.00	2.89	4	1	84709	0.15798312537451864
Zusammenspiel	30	6.50	1.70	18	3.67	2.11	26	5.19	2.91	13	1	115425	0.0908513327323522
Anekdote	24	6.75	1.80	15	3.47	1.46	13	3.92	3.01	8	1	51200	0.3563528591438979
Beteiligung	28	6.18	1.59	17	3.41	2.81	29	4.34	2.83	11	1	328557	0.2074116596286344
Sauerstoff	29	7.90	1.63	20	4.00	3.21	17	5.71	3.70	10	4	104429	0.38376633287610484
Schaum	32	6.97	1.93	24	4.21	2.92	20	8.90	2.51	6	3	37584	0.21290502143111745
Eisen	23	5.09	1.81	18	2.50	2.46	23	8.39	1.80	5	3	129996	0.14879014971113338
Lunge	19	5.53	2.50	24	2.38	2.41	31	9.00	1.69	5	3	92029	0.25301509238022984
Sammlung	29	5.52	1.24	17	2.18	2.70	23	5.35	1.97	8	1	353475	0.12402120745861134
Intervall	19	4.21	1.84	24	2.71	2.71	21	4.90	3.22	9	1	39682	0.14824544025451336
Auftrag	34	5.50	1.97	15	3.47	1.88	29	5.66	2.73	7	1	721225	0.2142689562247953
Befreiung	27	7.81	2.48	30	6.63	3.16	23	4.35	2.89	9	4	131868	0.25973086753654745
Format	25	5.24	1.88	29	1.86	2.39	23	5.26	2.38	6	1	323227	0.2910970075535553
Kapitalismus	25	2.96	2.23	20	3.40	2.28	20	5.85	2.76	12	2	147590	0.1660523026370619
Sicherung	22	5.68	1.64	19	3.26	2.21	22	6.14	2.73	9	1	230915	0.19872431652548536
Gerede	32	3.59	2.61	32	4.22	2.61	18	4.33	2.22	6	1	29649	0.12693704508181583
Heizung	31	6.77	1.84	20	3.20	3.00	17	9.47	0.94	7	3	149361	0.19064507247127588
Sport	28	6.57	2.56	19	4.89	3.48	19	6.84	2.71	5	4	712223	0.27180319194382563
Blockade	27	2.11	1.45	28	4.43	2.64	24	6.08	2.47	8	2	78429	0.2708614630208013
Schwanz	11	5.00	1.79	22	5.27	3.38	20	8.55	1.96	7	3	87690	0.1336913991548118
Makel	28	3.04	2.15	19	4.37	2.93	30	4.27	2.56	5	2	23057	0.23535008381287295
Versendung	25	5.36	1.98	19	1.84	1.86	21	4.29	2.69	10	1	11957	0.06453950550156526
Bar	30	6.73	1.98	24	4.33	2.32	24	8.67	1.46	3	3	182486	0.4124208369883527
Reaktor	28	2.75	2.32	29	5.66	2.97	19	7.47	2.32	7	2	49992	0.18940101914807955
Konfrontation	30	3.27	2.35	22	7.32	1.73	22	4.68	2.70	13	2	54673	0.1563896766606796
Überdruck	24	3.54	2.38	28	5.39	3.39	24	4.63	3.06	9	2	8125	0.12694467604470888
Locke	25	6.24	2.52	23	2.43	2.74	21	8.62	2.36	5	3	9345	0.1853013260324486
Konzept	25	6.84	1.89	17	2.94	1.92	24	4.42	2.65	7	1	929595	0.23676794139750315
Huhn	30	5.23	1.52	27	1.89	2.19	28	9.32	2.07	4	3	107479	0.208583954807977
Lage	21	5.57	1.75	19	1.89	2.23	17	4.06	3.01	4	1	1307245	0.2005852804281354
Steinzeit	22	5.18	1.37	26	3.08	2.78	21	6.33	3.68	9	1	24071	0.3906974312120731
Suche	25	4.24	2.03	27	4.15	2.57	17	6.06	3.34	5	1	858056	0.16469381482458084
Bestimmung	27	5.33	2.35	23	3.91	2.56	18	3.11	2.52	10	1	415625	0.33098697509174674
Firmament	28	7.25	1.82	26	3.46	2.90	19	6.11	3.18	9	4	7189	0.2147374218146462
Seele	27	7.63	1.80	27	5.00	2.72	24	3.92	3.65	5	4	657851	0.14131705979225612
Biene	33	6.58	2.00	24	4.29	2.97	24	9.50	1.02	5	3	88855	0.24366382443190374
Horn	21	4.52	1.78	22	1.68	1.99	20	8.60	1.93	4	3	62407	0.14486186609984833
Wolke	30	7.30	1.82	11	2.91	2.59	12	8.92	1.08	5	3	212256	0.037710220237032036
Misshandlung	32	1.63	2.88	29	7.79	2.77	25	5.72	2.72	12	2	31692	0.2557130308342565
Boden	24	5.46	2.41	28	1.64	1.83	24	8.33	1.93	5	3	1182963	0.13870906380370623
Vermeidung	19	3.84	2.17	30	4.20	2.78	13	3.00	3.58	10	1	83989	0.10830560577953237
Eisenbahn	22	5.91	2.24	23	3.65	2.52	24	8.75	2.59	9	3	82159	0.39884468273582435
Verbund	23	5.30	1.94	26	2.92	2.73	13	4.77	2.42	7	1	62555	0.16726894309297824
Vorschuss	29	5.48	2.10	18	4.33	2.97	17	6.88	2.45	9	4	12117	0.12874077882833954
Spange	18	3.72	1.67	21	1.76	1.70	18	8.00	2.47	6	3	7666	0.09474644160789555
Offenbarung	23	5.26	2.36	26	5.04	2.96	24	3.29	2.54	11	1	74722	0.7013026628612776
Verehrung	26	6.00	2.37	20	5.10	3.21	27	4.37	2.86	9	4	33507	0.37721838953766956
Kommunismus	23	3.61	1.64	19	4.42	3.56	18	5.56	2.62	11	2	56994	0.1535170830234139
System	37	5.30	2.15	28	3.00	2.82	23	4.65	2.95	6	1	1865562	0.17296151197514456
Zauberkünstler	35	6.31	1.75	22	4.95	2.34	30	7.57	2.22	14	4	4881	0.04688990791084745
Zeiger	30	5.10	1.54	21	2.14	2.61	29	6.97	2.99	6	3	35839	0.04617731584986834
Wurzel	15	5.33	2.16	23	1.65	1.97	13	8.69	1.93	6	3	280439	0.09077888043051456
Schwächling	16	2.50	1.97	30	3.97	2.97	24	5.29	3.04	11	2	4057	0.025406517499851906
Nonne	34	5.50	2.06	25	2.24	2.28	20	8.65	2.58	5	3	34682	0.046681533654201426
Glas	38	6.03	1.90	18	1.67	1.91	24	8.88	1.48	4	3	398199	0.2948162775356199
Schlange	28	4.39	2.38	17	5.06	2.54	9	9.78	0.44	8	3	155525	0.16693663559874924
Terrorist	26	1.38	2.79	35	6.37	3.28	25	6.80	2.74	9	2	103204	0.10967203298498647
Materie	22	6.50	1.14	29	2.52	2.06	29	4.00	3.16	7	1	161512	0.18970635821127252
Wein	21	7.19	2.89	14	2.93	2.43	20	8.95	2.28	4	3	497454	0.07077964615780426
Kasten	29	4.90	1.63	22	1.05	1.29	21	7.33	3.25	6	3	24487	0.2520815154028312
Etikett	12	5.08	1.83	29	1.52	1.92	28	7.86	2.51	7	3	32587	0.07750033318525866
Gedicht	29	6.97	2.51	30	3.27	2.36	27	7.81	2.59	7	3	301657	0.11073600197044109
Bagger	26	4.92	1.20	29	2.28	2.89	24	9.21	1.69	6	3	27057	0.13440360151499747
Gestirn	18	6.39	1.58	21	2.57	1.80	24	6.25	3.04	7	1	9524	0.2317488581769092
Abfluss	27	3.59	1.89	26	2.00	2.77	19	7.16	3.27	7	3	22272	0.5493081768167434
Examen	18	4.83	2.01	21	6.90	2.66	23	7.35	2.37	6	2	23158	0.1906268081131221
Verwaltung	35	3.43	1.90	29	2.62	2.96	25	5.44	2.68	10	1	481479	0.10830994221313239
Frosch	23	5.35	2.12	19	3.21	3.14	38	9.16	2.07	6	3	66352	0.2618696006281479
Kanal	24	5.08	1.89	13	2.38	2.33	30	8.47	1.59	5	3	283404	0.24693210480817127
Invention	14	5.93	2.09	17	4.35	2.67	12	2.83	1.95	9	1	2314	0.13964411359433213
Hure	26	1.96	1.82	16	7.69	2.63	20	7.70	2.72	4	2	18819	0.2826577547270832
Erlösung	32	7.03	2.29	20	4.80	2.75	24	3.58	2.87	8	4	59745	0.2436176393049922
Intuition	21	7.19	2.16	19	4.42	2.36	25	3.16	3.34	9	4	37602	0.25509540056853414
Tisch	24	5.46	1.50	26	1.65	2.02	28	9.82	0.61	5	3	668195	0.026514958109377863
Spezialität	26	7.19	1.83	20	4.10	2.95	19	6.05	2.37	11	4	93279	0.15002890396832955
Station	25	4.76	2.39	20	1.85	2.23	26	6.27	2.76	7	1	389547	0.23212317265500867
Kreis	23	6.22	2.00	16	1.56	1.93	21	9.29	1.74	5	3	986783	0.22480244491406412
Ebene	24	5.79	1.79	17	1.18	1.29	19	6.74	2.90	5	3	689524	0.18409066364519464
Erschießung	25	0.80	1.44	25	7.64	2.51	14	7.43	2.62	11	2	6181	0.1728089557369866
Optimum	36	7.17	2.42	21	4.81	3.04	19	4.42	2.95	7	4	24354	0.2544459716060257
Blei	33	3.91	2.02	17	1.53	1.77	22	7.73	3.03	4	3	48095	0.18642539462723207
Schlafwandeln	27	3.74	1.97	26	3.08	2.73	38	7.39	2.49	13	3	1165	0.03254229862926537
Anstalt	31	3.52	2.85	22	6.18	2.86	23	5.00	2.89	7	2	71696	0.20931468926335714
Bass	26	6.15	1.91	31	4.13	3.11	11	6.73	3.23	4	4	90167	0.19174635657010453
Optik	24	6.29	1.88	22	3.05	2.34	21	4.33	2.94	5	1	161316	0.13731119605032194
Mangel	24	2.38	1.50	21	4.62	2.87	27	4.56	2.95	6	2	379782	0.19498690517683015
