Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	Avrg_Cosine
Stange	25	4.48	1.33	30	2.60	2.53	28	8.21	2.81	6	3	97589	0.11921402757600108
Anfrage	30	5.00	1.91	26	3.46	2.69	19	6.32	3.15	7	1	417849	0.1714998733602075
Hergang	20	4.75	1.37	29	2.97	2.58	21	3.71	3.24	7	1	5196	0.157691280264674
Exekution	22	1.18	2.36	27	6.85	3.08	8	8.38	1.51	9	2	8062	0.24872911962492092
Schwein	17	4.12	1.76	21	3.62	2.97	31	8.48	2.73	7	3	189891	0.08955316780737688
Bewältigung	28	6.39	2.47	27	4.37	2.17	21	4.14	2.76	11	4	66575	0.2647743214522073
Ziel	33	7.58	2.08	23	5.09	2.86	22	6.18	2.94	4	4	2712268	0.06847346187947245
Landkarte	18	5.89	1.81	21	1.95	2.06	19	8.79	2.15	9	3	50987	0.36340898838295976
Schmutz	28	2.50	1.97	33	3.97	2.17	21	6.52	2.44	7	2	56924	0.07263975354907241
Vanille	27	7.70	1.56	18	3.28	2.47	27	8.26	1.81	7	3	19418	0.08950457357501022
Floß	27	6.19	1.64	26	2.12	1.88	19	8.42	2.41	4	3	15288	0.2724414033298528
Birne	26	6.15	1.87	28	2.46	2.60	17	8.82	2.72	5	3	50816	0.18964628916932216
Strophe	28	5.64	1.37	22	1.91	2.67	11	6.55	2.38	7	3	50163	0.08754493435384741
Zweck	27	5.19	1.59	26	2.46	2.44	17	4.24	3.25	5	1	731519	0.026761224027589618
Knabe	23	4.96	2.20	21	1.57	1.80	28	8.46	1.93	5	3	58965	0.036484339999693007
Fleisch	21	4.62	2.42	26	4.15	3.09	17	9.18	1.55	7	3	401582	0.35109949825141323
Abzug	26	3.23	1.77	19	3.53	2.55	15	4.07	2.84	5	1	125451	0.24474381202253484
Entscheidung	23	5.13	1.98	19	5.32	3.30	21	4.90	3.63	12	4	1610626	0.09917587712050598
Wohlwollen	30	8.13	1.33	27	4.33	2.47	37	4.16	2.81	10	4	19663	0.15476605719354514
Abfall	29	3.03	2.72	26	3.92	2.83	25	7.96	2.07	6	2	139157	0.1684157455051516
Rutsche	27	6.19	1.30	23	4.00	2.92	15	8.60	2.26	7	3	1	0.0
Reduktion	29	3.24	1.84	24	1.58	1.91	17	3.06	2.90	9	1	77241	0.21466768632778316
Laune	29	6.17	2.79	26	5.31	2.81	23	5.04	3.18	5	4	191701	0.07743526992320751
Vogel	25	6.80	2.60	26	3.19	2.35	22	8.77	2.31	5	3	369303	0.08278035801245114
Container	20	3.65	1.73	22	1.95	2.13	16	8.69	2.50	9	3	85815	0.23021875303336498
Leib	23	4.04	1.99	27	3.67	2.59	19	7.21	1.99	4	3	219081	0.19175348625387065
Gitter	12	2.33	1.72	21	3.00	2.12	19	8.68	1.06	6	3	70857	0.18644894887498942
Lippenstift	25	5.84	2.36	26	3.77	2.70	23	9.04	2.46	11	3	17855	0.2676900217380414
Göttin	28	6.86	3.00	22	3.77	2.83	21	6.48	3.03	6	4	60177	0.5937879793373649
Fehltritt	39	3.18	1.92	19	5.42	2.95	24	4.75	3.19	9	2	9108	0.235439096188367
Pfeil	16	4.38	1.67	27	4.30	3.39	28	8.54	2.60	5	3	121779	0.08538146366988887
Abweichung	30	4.23	1.68	24	3.04	2.54	23	3.70	2.77	10	1	130004	0.1303705540717636
Sanierung	22	4.73	2.49	26	3.50	2.42	20	6.60	2.98	9	1	192169	0.13805983571306396
Kur	32	6.13	2.00	27	3.22	2.85	21	6.00	3.30	3	1	73672	0.1889828072229902
Schnecke	34	4.91	2.14	23	1.70	2.18	14	9.07	1.82	8	3	63177	0.09988029703211562
Schuss	25	2.16	2.13	22	6.55	3.04	20	7.60	2.23	6	2	200209	0.09003075165646572
Archiv	34	5.03	1.87	28	1.86	2.97	24	7.63	3.05	6	3	219136	0.2467083860469136
Schmach	24	2.25	2.15	13	6.69	3.12	23	3.87	2.69	7	2	6890	0.12427268772821487
Gefängnis	28	1.61	1.83	25	5.48	3.08	12	7.83	2.48	9	2	191003	0.15954782213581084
Minute	27	4.85	1.75	20	2.60	2.23	25	6.76	3.64	6	3	2633440	0.15162858673400287
Löffel	22	6.05	1.73	24	0.67	1.86	29	9.24	2.57	6	3	42205	0.15354850850851573
Aufenthalt	30	6.07	1.68	23	3.91	2.94	25	4.76	3.39	10	1	301220	0.2914413031986115
Höflichkeit	27	7.81	1.36	17	3.88	2.45	20	5.95	3.36	11	4	25254	0.21515929137849182
Kellnerin	29	5.69	1.63	27	2.85	3.12	23	8.17	2.90	9	3	14351	0.11379776804781763
Zahnbürste	43	5.88	2.00	30	1.47	1.66	26	9.58	0.90	10	3	25557	0.09045461613415846
Brot	19	6.84	2.22	32	2.41	2.61	25	9.36	1.47	4	3	290655	0.30223238239817346
Mörder	23	1.13	2.18	25	6.88	2.95	29	7.62	2.31	6	2	113959	0.17104806785719412
Gesetz	29	5.72	2.25	21	5.62	2.85	19	6.53	2.89	6	4	1123078	0.190397345215941
Bewunderung	22	7.45	1.84	25	5.68	2.54	17	4.88	3.31	11	4	33028	0.2598168119137571
Lüge	21	2.33	1.88	21	6.71	2.76	31	5.52	3.65	4	2	78545	0.1756930150795505
Einschätzung	26	5.31	1.74	26	3.46	2.18	23	3.96	3.47	12	1	247325	0.13015029756337074
Vermögen	30	7.47	2.30	23	4.87	2.94	18	4.94	2.94	8	4	221417	0.053265357447590644
Party	32	7.38	2.04	28	6.54	2.76	25	8.24	1.42	5	4	284645	0.14076761040983143
Ziffer	36	5.06	2.19	27	1.78	2.38	26	7.27	3.19	6	3	90091	0.04704528601284537
Aufbruch	20	6.20	2.35	30	6.20	2.95	29	3.76	2.69	8	4	63560	0.31117552835682466
Großmutter	20	7.50	2.37	28	4.46	3.33	31	8.52	2.78	10	4	76041	0.2936614832388426
Haus	28	7.32	2.33	23	2.70	2.49	20	9.75	0.55	4	3	3828843	0.24718548677526578
Verschluss	22	4.59	2.02	28	2.89	2.60	23	7.48	1.68	10	3	48606	0.0819900758844332
Verstand	31	7.90	1.78	23	5.30	2.44	26	3.46	2.93	8	4	156842	0.14450413534716994
Fell	20	5.85	2.50	24	4.00	2.84	19	8.89	1.66	4	3	130809	0.26503583162187755
Zeitung	27	6.30	2.07	26	3.42	1.94	24	9.58	0.83	7	3	721598	0.029596120691792627
Techniker	26	5.15	2.39	27	1.52	2.03	23	7.74	2.38	9	3	103637	0.057523825211364545
Mischung	28	5.54	1.86	23	2.43	2.00	21	5.05	2.77	8	1	326793	0.19334458473076224
Scheune	19	6.11	1.94	20	2.40	2.33	24	9.25	1.89	7	3	47721	0.06760576423652317
Karte	22	5.64	1.47	17	2.35	2.34	18	8.17	1.76	5	3	1265509	0.23134468979210196
Apparat	28	5.18	1.70	22	2.50	2.28	21	6.00	3.10	7	1	50117	0.2098936581561203
Orden	21	6.38	2.85	20	3.60	2.48	13	7.54	2.82	5	3	110354	0.19904977663119627
Nässe	29	2.76	1.64	27	4.96	2.62	18	7.33	3.07	5	2	26975	0.13511102635091646
Wesen	20	6.45	2.04	19	3.63	2.75	18	3.89	2.61	5	1	458040	0.22591752677033625
Wunsch	25	8.36	1.08	29	5.97	2.73	18	6.06	2.92	6	4	1137156	0.06238486751473871
Formel	27	5.52	2.64	23	2.78	3.18	24	5.83	2.70	6	1	211430	0.14146135279832445
Wort	34	6.44	1.74	20	2.90	3.34	15	7.53	2.33	4	3	2784072	0.11073326513578088
Nutzen	21	6.10	2.28	21	2.67	2.96	26	2.65	2.45	6	1	264456	0.20804578141740843
Begleiter	27	6.44	2.14	15	3.80	2.68	26	7.77	2.45	9	3	130232	0.3430872512081669
Heft	29	5.34	1.65	32	0.94	1.37	25	8.32	2.97	4	3	236676	0.31373779303533095
Becken	12	6.25	1.54	20	1.50	2.26	15	7.53	2.00	6	3	250869	0.393938213910901
Garantie	26	6.96	1.80	24	2.58	2.19	23	4.57	2.83	8	1	223321	0.2309114035673859
Hochachtung	28	7.04	2.53	23	5.09	2.98	19	4.58	3.72	11	4	19459	0.14796411895914388
Gebiet	22	5.45	1.47	28	2.29	2.43	27	6.04	2.74	6	1	984889	0.2501647965033723
Dichter	24	6.50	1.84	27	2.85	2.11	23	5.96	3.07	7	1	161372	0.22429694240984185
Lebenslauf	26	5.46	1.68	25	4.16	2.69	25	7.96	2.24	10	3	77171	0.16031174003840096
Scheitel	26	4.62	1.55	23	1.83	2.31	20	7.40	3.03	8	3	11136	0.11767484143647637
Bereich	37	4.97	1.79	32	1.44	1.93	21	5.33	2.85	7	1	3313649	0.2296059215349
Hölle	22	2.23	2.67	17	7.00	3.08	31	5.52	3.36	5	2	161183	0.20734439090962767
Auftakt	23	5.52	2.11	19	4.58	2.85	23	5.13	3.03	7	1	128277	0.2767666849270003
Geschoss	19	4.05	2.63	18	5.17	3.42	25	6.64	2.56	8	2	61024	0.20198927943180353
Essen	22	6.91	2.39	23	5.00	2.78	22	6.91	2.49	5	4	531314	0.2592823660078611
Bonus	22	8.18	1.71	20	5.10	2.73	24	4.92	3.41	5	4	67456	0.18068914776930212
Orientierung	32	6.34	2.09	12	4.50	2.54	20	3.60	2.85	12	1	206088	0.15294976397049376
Seelsorge	29	6.93	2.02	33	4.30	2.77	26	4.62	2.93	9	4	29215	0.1525615732703161
Tüte	29	4.76	1.24	12	1.83	2.17	29	8.52	2.18	4	3	63928	0.0655918505998809
Dienst	34	3.91	2.37	22	4.23	2.49	16	5.44	2.00	6	1	846878	0.23838223574873557
Allianz	22	5.86	1.32	24	1.79	1.89	22	4.73	2.71	7	1	89532	0.1656563113850334
Zuwachs	27	6.89	2.68	21	4.19	3.08	24	4.88	2.46	7	4	83534	0.07268585862486376
Atmung	29	7.21	1.68	24	4.00	2.83	30	7.07	2.74	6	4	47533	0.13686614110264955
Galerie	24	5.33	2.28	33	2.82	2.83	19	7.63	1.21	7	3	169135	0.3353422198283693
Gesundheit	19	8.16	2.24	25	4.84	2.59	19	5.16	2.99	10	4	607058	0.224679380174739
Liebe	29	8.59	2.57	33	8.58	1.58	19	5.63	3.62	5	4	1474884	0.3950826046975394
Unterricht	37	4.92	2.02	20	3.50	2.84	19	7.32	2.71	10	3	460397	0.12625651743914265
Päckchen	20	6.15	1.84	22	4.45	2.65	30	8.53	2.47	8	3	56612	0.11838756715250573
Scheibenwischer	41	4.98	1.97	30	1.27	1.72	27	8.74	2.35	15	3	10796	0.14419953867659638
Katalog	24	5.46	2.34	25	1.84	2.67	24	7.63	2.06	7	3	184375	0.1839022059166823
Raupe	24	4.63	2.04	26	2.88	2.69	17	8.82	1.98	5	3	27086	0.05691509451317236
Architektur	26	7.04	2.34	21	3.24	1.81	33	6.79	2.37	11	3	239018	0.2190775463662218
Eindruck	29	6.48	1.86	16	4.69	2.63	25	4.48	3.31	8	4	989684	0.17466667676285869
Trompete	26	5.54	2.53	22	4.09	3.34	28	9.25	1.97	8	3	22240	0.05964039521369422
Beschaffenheit	30	5.57	1.63	27	2.22	2.21	26	3.96	2.84	14	1	51133	0.22032602401223741
Glaubwürdigkeit	23	6.26	2.60	23	5.48	2.56	22	3.14	2.88	15	4	70531	0.22156460897389016
Rohr	30	4.20	1.52	31	1.26	1.55	28	8.82	1.47	4	3	118820	0.20933475889811654
Stadium	29	4.79	1.90	21	3.29	2.88	18	3.89	2.83	7	1	75557	0.21531326703551232
Konsument	13	5.15	1.86	16	2.88	2.66	24	6.29	2.68	9	1	115179	0.2325624672525973
Bewusstsein	22	6.91	2.71	31	4.45	2.90	22	3.00	2.85	11	4	376624	0.32773454109381067
Submission	17	4.00	2.12	16	2.81	2.40	9	4.56	2.24	10	1	3893	0.0719269644168479
Meer	25	9.04	1.27	16	6.88	2.39	26	8.85	2.07	4	4	581696	0.1620654185948502
Einschlag	24	3.08	1.67	19	5.79	2.86	21	6.81	2.16	9	2	24970	0.18749482292289865
Entstehung	29	6.03	1.94	23	3.70	2.30	26	4.58	2.98	10	1	226122	0.15780144863614828
Klamotte	27	4.48	2.28	19	3.68	2.89	16	7.06	2.79	8	3	92041	0.19480292670822563
Matrose	23	5.87	1.77	21	1.71	1.93	22	9.45	1.01	7	3	18225	0.16480068172639417
Bedeutung	21	6.00	1.97	26	3.73	2.22	16	3.13	2.87	9	1	1326514	0.39654535731558715
Korkenzieher	24	6.00	1.82	16	1.94	1.95	26	8.77	2.44	12	3	2974	0.052740675836986405
Anpassung	29	4.10	2.32	25	3.32	2.75	19	3.63	3.11	9	1	206882	0.2859337595278129
Ahnung	33	5.58	1.98	24	4.96	2.94	15	4.47	2.50	6	4	572395	0.40030166427642877
Gründung	23	6.17	1.80	19	3.68	2.40	21	5.05	3.20	8	1	330311	0.18312550127417254
Geburtstag	25	7.28	2.72	25	4.64	2.80	28	7.14	3.12	10	4	468971	0.11032480246591506
Beachtung	23	6.61	2.37	25	4.72	2.34	20	5.35	3.18	9	4	133716	0.193963815110035
Krimi	20	5.75	1.62	27	6.41	2.55	35	7.69	1.98	5	4	84060	0.21901663484629488
Zone	15	4.60	1.72	20	2.75	2.67	27	5.26	2.85	4	1	165953	0.01662956177177529
Aufopferung	21	4.71	2.55	18	6.39	2.25	25	4.44	3.25	11	2	4167	0.4478424256383611
Säge	25	4.40	1.78	29	4.14	2.64	20	7.85	3.18	4	3	16788	0.14218249358243654
Sprecher	28	5.25	1.73	25	2.20	2.43	25	6.76	2.74	8	3	264326	0.0986651441197545
Wirkung	20	6.30	1.49	14	4.43	2.93	27	4.04	2.98	7	4	850126	0.03993204510347805
Professor	21	6.05	1.66	24	3.33	2.51	23	8.43	2.33	9	3	1140828	0.09807556850689822
Ehrlichkeit	25	7.96	2.34	17	4.76	2.46	21	3.81	3.57	11	4	44397	0.19222051948756014
Satz	24	6.04	1.81	25	1.76	1.90	19	7.21	3.03	4	3	1332715	0.1555727071723369
Orient	27	6.22	1.85	17	5.24	2.49	28	6.79	2.38	6	4	35149	0.16770514271319942
Gastgeber	24	6.75	1.51	29	3.28	2.17	19	6.63	2.01	9	3	263188	0.19210283520707838
Gratulation	27	8.30	1.84	32	4.34	2.79	21	5.57	2.66	11	4	37629	0.15314079068826034
Spiegel	28	5.79	1.83	16	2.88	2.60	28	9.00	2.46	7	3	270094	0.15165633056980762
Tiger	25	6.64	2.16	25	5.92	2.90	18	9.28	1.56	5	4	85876	0.0983796627215542
Kauf	23	5.61	1.75	26	3.69	2.75	26	6.50	2.57	4	1	524203	0.11823941859082779
Helfer	24	7.21	2.38	20	3.20	2.71	24	7.21	2.38	6	3	283233	0.252257497702857
Profession	26	5.85	1.97	30	4.17	2.79	15	5.40	2.87	10	1	18881	0.22142813281589743
Geheimnis	30	5.10	2.29	28	6.75	2.55	13	3.62	3.23	9	4	309114	0.27772856458848155
Aufstieg	27	7.48	1.70	23	5.96	2.53	28	5.25	2.93	8	4	243450	0.15994896718792612
Zumutung	24	2.75	2.44	27	5.56	3.13	24	4.29	2.90	8	2	27372	0.08224686360741214
Leidenschaft	20	8.00	2.41	27	7.81	2.62	15	3.87	2.20	12	4	206803	0.12827931609616794
Brötchen	23	7.17	2.12	30	2.57	2.40	23	9.35	2.14	8	3	83855	0.3283566533626016
Wirt	32	5.41	1.78	17	2.53	2.10	19	7.89	2.21	4	3	82681	0.06820877253305016
Illusion	28	4.86	1.96	28	5.21	2.47	22	5.09	3.39	8	1	110103	0.22800456791701854
Verwirrung	31	3.52	2.03	19	4.05	2.68	25	5.24	2.85	10	1	77234	0.11831426612856144
Begrüßung	28	6.86	1.96	17	4.41	2.06	24	7.29	2.66	9	4	91386	0.18248270722041496
Geschäft	35	5.03	1.93	26	2.35	2.15	15	7.80	2.31	8	3	684932	0.332936835102824
Nummer	25	4.68	1.60	22	1.64	2.22	23	7.91	2.52	6	3	1539412	0.08428675303211605
Stütze	32	5.81	1.93	19	1.58	1.71	21	6.24	2.62	6	1	34095	0.12119710526682952
Kassette	16	5.75	2.57	28	2.11	2.18	24	9.21	1.18	8	3	36746	0.2771955139633902
Unsterblichkeit	28	5.54	2.66	26	5.46	3.46	22	4.23	3.48	15	4	21288	0.06653170640100671
Gast	29	7.17	1.67	29	4.34	2.61	29	7.86	1.98	4	4	1532001	0.25645580043991234
Test	19	4.58	2.91	17	4.53	3.04	18	6.67	2.63	4	2	624809	0.14839047473950542
Lappen	23	4.30	1.74	21	1.71	2.05	19	8.53	2.65	6	3	398	0.0
Scheibe	30	5.00	1.39	25	0.64	0.86	11	8.45	1.63	7	3	346253	0.19188180516243322
Alge	24	4.46	2.17	29	1.66	1.84	22	8.73	1.93	4	3	51705	0.11514117908822052
Unterhaltung	39	7.18	2.19	27	5.52	2.05	18	6.61	3.01	12	4	219581	0.15905402297597035
Fingernagel	29	4.66	1.91	31	3.16	3.14	18	9.67	0.59	11	3	31312	0.07402751388303067
Mithilfe	25	6.80	2.24	19	3.74	2.33	19	4.37	2.93	8	1	52867	0.2587211178492284
Schlussfolgerung	31	6.45	1.93	18	3.83	3.01	31	4.52	3.52	16	1	85902	0.14663161220263915
Kirschbaum	24	8.25	1.45	28	3.50	2.76	23	9.09	2.17	10	3	8406	0.24731228518589177
Benutzung	31	5.58	1.69	26	2.65	2.50	25	4.76	3.22	9	1	134143	0.19120506737911241
Handhabung	29	5.00	1.77	32	2.91	2.43	23	3.70	3.50	10	1	84393	0.18901039599323288
Keramik	25	5.84	1.55	24	1.17	1.58	13	7.08	2.47	7	3	47954	0.2612056344976847
Magnet	28	5.43	1.37	23	2.61	2.73	10	8.20	3.12	6	3	39302	0.21251187117113463
Betreuung	24	5.25	2.38	19	2.79	2.15	24	4.75	3.22	9	1	357467	0.3272908116594998
Lager	36	4.31	1.94	26	1.85	2.33	13	6.92	2.53	5	3	385566	0.14200577407622297
Produktivität	24	5.96	2.29	20	3.95	2.74	20	4.20	2.19	13	1	58115	0.1749966457057377
Einfluss	24	5.38	1.95	26	4.85	1.95	24	4.33	2.39	8	1	758365	0.30172254846930024
Romanze	29	7.79	2.91	23	6.39	2.81	22	5.77	2.45	7	4	14227	0.10072758334914941
Prognose	31	5.39	1.96	19	3.53	3.45	24	4.04	3.17	8	1	163316	0.23028132387079925
Telefon	23	6.30	1.72	18	3.50	3.43	21	9.38	0.92	7	3	643504	0.078943589208927
Aktie	30	3.77	2.25	20	3.50	2.89	24	5.58	3.69	5	1	233462	0.22329922428310556
Sehnsucht	27	5.48	2.08	27	6.59	2.44	25	5.68	3.17	9	4	154829	0.3023437862022037
Struktur	25	5.64	2.53	20	3.40	3.35	25	4.28	3.17	8	1	681373	0.18313836351469592
Beherrschung	18	3.94	2.65	23	5.17	2.69	21	6.00	2.47	12	2	28057	0.22085024891349855
Säure	35	3.29	2.35	31	5.19	2.48	27	6.78	2.41	5	2	68708	0.22217295088535433
Schanze	32	4.56	1.78	32	3.81	3.42	15	6.87	3.42	7	3	11852	0.24835324763565025
Blitz	21	3.95	2.36	33	6.36	2.55	21	8.48	2.46	5	2	128037	0.045570553881425065
Stolz	27	6.04	2.33	21	4.76	2.32	21	4.90	2.28	5	4	95649	0.10214013011707186
Schaden	32	2.91	2.57	26	5.23	3.41	21	5.81	2.86	7	2	759053	0.21591355945418417
Manöver	24	4.25	1.73	26	6.23	2.32	22	5.23	2.69	7	2	39095	0.13278072086893797
Konsum	19	4.16	2.14	27	5.04	2.49	12	5.25	3.52	6	2	117869	0.2394584059557432
Entzug	23	2.17	2.17	16	5.69	2.94	16	5.56	2.37	6	2	35150	0.18871193514426016
Verdacht	32	3.16	1.85	28	5.39	2.28	14	4.21	3.21	8	2	243437	0.09624234888575874
Anordnung	24	3.88	1.80	26	2.88	3.12	22	5.55	2.52	9	1	166949	0.19494954567072265
Folie	20	5.05	1.32	20	1.80	2.33	30	8.33	2.04	5	3	141951	0.17858720181669113
Bearbeitung	27	5.48	1.53	21	3.00	2.83	27	5.07	3.21	11	1	197353	0.29343996452766136
Nagel	19	5.00	2.03	24	2.58	2.50	17	9.12	1.83	5	3	114798	0.1645186538195627
Anführer	24	4.33	2.14	30	5.80	2.63	15	7.33	2.61	8	2	59056	0.1694750085718354
Intensivstation	37	1.70	2.26	19	8.05	2.07	22	8.41	1.87	15	2	23339	0.10510873695421433
Eis	25	6.76	2.26	27	4.07	2.70	18	8.61	2.75	3	3	256342	0.1559965354088938
Barmherzigkeit	29	7.10	1.93	25	5.16	3.06	20	4.30	3.15	14	4	38823	0.6137357828050686
Lenkstange	33	4.70	1.33	15	1.87	2.20	24	7.21	3.24	10	3	2007	0.10079909481133371
Referat	21	3.81	1.63	28	4.54	3.16	18	6.06	2.69	7	2	107177	0.13582348000098615
Kahn	31	5.35	1.82	15	2.20	2.27	24	8.08	2.59	4	3	20000	0.16558034414355602
Po	32	6.56	1.97	20	6.95	2.56	19	8.79	1.93	2	4	15717	0.14617710128222206
Palette	25	5.44	1.76	15	0.80	1.01	14	7.36	2.71	7	3	103664	0.21540574464285248
Ratte	32	3.94	2.64	26	4.77	2.69	28	8.93	2.61	5	3	91624	0.05798998740063195
Situation	28	5.21	1.71	22	3.59	3.03	20	3.45	2.93	9	1	1657787	0.13416245585454664
Veto	20	4.95	2.04	21	4.67	2.65	15	4.07	3.84	4	1	14401	0.05300409458035511
Energie	34	7.59	2.05	29	6.90	2.38	19	4.21	3.34	7	4	1192014	0.2260749925681484
Pferd	30	6.03	2.27	31	3.68	2.83	23	9.70	0.70	5	3	941031	0.10754809027861964
Widmung	22	7.36	2.26	21	3.57	2.91	21	5.86	2.59	7	4	21789	0.08177597031477667
Ruhm	38	6.34	2.60	29	5.00	2.43	16	4.44	3.03	4	4	75244	0.07007099648188839
Fehler	22	3.41	1.99	29	5.79	2.64	30	5.80	2.89	6	2	1246279	0.15194910681140347
Vertrag	30	4.90	2.26	26	3.58	2.28	27	8.26	1.97	7	3	840907	0.08263772880601736
Umzug	27	4.52	2.52	22	5.23	2.18	13	6.00	3.67	5	2	196072	0.09467338111657257
Ausgang	22	5.27	2.41	21	2.81	2.46	16	7.94	2.32	7	3	211316	0.301236147315613
Substitution	36	3.89	1.51	21	2.62	2.73	25	4.04	3.14	12	1	11638	0.12985138387988776
Krankenpflege	22	4.18	1.87	30	3.93	2.75	18	6.89	2.40	13	1	17912	0.2183705801042075
Verordnung	21	3.57	1.89	31	3.71	2.80	21	5.29	3.35	10	1	201972	0.061478481498023554
Abschnitt	20	4.90	1.29	24	1.58	1.95	19	4.68	2.33	9	1	383575	0.2519985903854175
Firma	12	4.67	2.02	24	3.50	2.81	19	7.16	2.22	5	3	1503491	0.25308250798741516
Pressefreiheit	16	6.56	2.53	29	6.24	2.37	28	4.68	3.30	14	4	28881	0.11022577145239007
Koppel	21	5.48	2.20	15	2.13	2.20	24	6.96	2.79	6	3	16538	0.17740482702672575
Schmuck	29	6.17	2.32	28	4.11	2.51	17	8.76	1.79	7	3	109310	0.11462440625538098
Einlauf	19	1.89	2.87	20	4.15	3.03	15	5.87	2.33	7	2	11364	0.22351364201921592
Darm	22	3.45	2.20	26	2.31	2.29	25	8.76	1.64	4	3	83838	0.09525930838262696
Frühstück	36	7.67	1.47	27	3.22	2.74	32	8.72	1.46	9	3	327927	0.1494625190942931
Tasse	27	6.11	2.21	31	0.94	1.41	20	9.25	2.24	5	3	114922	0.09037561342323641
Rang	21	4.62	1.53	18	3.67	2.77	21	4.19	3.46	4	1	306861	0.17017102239497425
Doktor	29	5.83	2.04	27	4.56	2.82	19	7.95	2.34	6	3	2136597	0.18436471952604994
Weizen	32	6.81	1.57	17	2.12	2.32	19	9.16	1.01	6	3	57199	0.06378996911418126
Halle	24	5.58	2.24	17	1.47	1.97	23	8.39	2.29	5	3	350037	0.25820737924264525
Galopp	25	5.60	2.14	24	5.54	3.55	20	8.30	1.59	6	4	15424	0.24654849097910211
Kurzschluss	27	2.22	1.89	25	5.64	2.90	20	6.80	2.46	11	2	22359	0.19486984677509073
Utopie	27	5.22	1.99	28	5.57	2.92	21	4.19	2.77	6	4	50930	0.11300938398332905
Fläche	32	5.50	1.55	17	1.35	1.80	25	6.24	2.52	6	1	567485	0.2918639019801178
Furcht	29	1.76	1.55	25	6.92	2.98	16	4.50	2.03	6	2	88366	0.4704248232264022
Austausch	26	6.54	1.86	24	3.00	2.70	28	4.61	2.87	9	1	339506	0.2478076594477414
Verbindung	25	6.24	1.76	21	4.24	2.90	16	5.88	2.03	10	4	1162363	0.22471091214241637
Rosine	25	6.28	2.28	20	1.95	1.88	13	9.46	1.39	6	3	18080	0.08810772322879298
Therapie	20	4.05	2.31	25	3.84	2.93	19	5.79	2.68	8	1	489814	0.10761029988911308
Metall	24	5.13	1.92	24	3.29	2.97	19	7.47	2.84	6	3	220104	0.2561514499312956
Schädel	33	3.85	1.64	24	4.38	2.89	24	9.50	1.35	7	3	33499	0.13340555612141247
Disput	22	4.14	2.27	32	6.47	2.81	24	6.08	2.72	6	2	13915	0.15583251978781057
Betrug	21	1.62	2.18	29	5.83	3.39	28	5.46	2.89	6	2	76807	0.1573640190216947
Computer	31	6.48	2.63	35	3.60	2.60	16	8.00	2.99	8	3	630322	0.1332377511655412
Haken	18	3.28	1.27	29	2.45	2.72	28	8.29	2.11	5	3	114893	0.19239159470217554
Ansicht	23	5.09	1.62	31	4.03	2.85	14	4.21	2.46	7	1	576028	0.19547269230984762
Zwischenzeit	26	5.04	1.59	23	2.35	2.27	15	2.80	2.73	12	1	99629	-0.0011576427847579062
Sonde	26	3.35	2.26	16	2.38	2.31	20	6.45	2.87	5	1	41400	0.15297525428374797
Kies	29	4.97	1.38	26	2.35	2.97	24	9.04	2.31	4	3	24555	0.13585563083413388
Raum	20	5.40	1.96	22	2.05	2.44	22	6.50	3.08	4	3	1826942	0.2739598724767145
Abruf	28	4.07	1.78	20	3.00	2.75	23	4.39	3.13	5	1	25966	0.33328071431374606
Bude	24	5.00	2.19	29	2.24	2.21	17	6.29	2.34	4	1	49253	0.13296557921856067
Ernährung	28	6.64	1.87	26	3.77	2.82	21	6.81	2.14	9	4	363197	0.2058894570714506
Zimmer	25	6.00	1.83	25	2.20	2.77	23	7.87	3.08	6	3	751135	0.06815427711850316
Wimper	23	6.17	1.99	26	3.77	2.72	23	9.35	2.12	6	3	25367	0.07465632475174873
Nacht	23	6.78	2.32	21	4.67	3.38	20	8.90	1.62	5	3	1300781	0.17334454129411533
Politik	25	4.20	2.00	23	4.78	2.73	21	4.62	3.01	7	1	1163235	0.28143230555662657
Maschine	20	5.05	1.82	18	3.06	2.15	15	6.80	2.98	8	3	566965	0.10059674153109772
Praxis	21	5.38	1.96	23	3.87	2.62	13	5.23	3.81	6	1	857320	0.1946363244668422
Zirkus	31	6.10	2.07	16	4.19	2.81	24	9.13	2.13	6	3	44813	0.0712406086325118
Schleier	21	4.86	2.67	20	3.00	2.90	22	7.45	3.10	8	3	41667	0.13177671247204037
Suppe	26	6.35	2.64	26	2.65	2.59	15	8.93	2.31	5	3	102001	0.08625041631314168
Schlachtung	27	2.15	2.41	14	6.93	3.36	22	6.09	3.35	11	2	10578	0.08358223201947194
Rat	24	7.54	1.74	22	3.73	2.64	24	4.38	3.15	3	4	557059	0.10006009546884694
Ei	29	5.83	1.54	29	1.62	2.23	22	9.45	1.01	2	3	332639	0.30372693003472706
Machthaber	13	3.69	1.80	22	5.86	3.03	23	5.87	2.85	10	2	29796	0.27070414272511983
Milieu	26	3.19	2.06	20	3.10	2.47	30	4.23	2.69	6	1	54565	0.1605457245377307
Gegensatz	20	4.35	1.42	22	4.77	2.64	20	6.00	3.11	9	2	707528	0.16209005507772964
Planet	25	6.04	2.01	23	4.04	3.08	25	9.04	1.06	6	3	312079	0.20741796498272672
Skizze	27	5.96	1.29	29	2.45	2.50	37	7.30	2.89	6	3	64770	0.13602453538299852
